Sample Name	Name	Start Mass - 1	End Mass - 1	Expected RT	RSD%	20191017_CS00000004-1	20191017_CS00000004-2	20191017_CS00000004-3	20191017_CS00000004-4	20191017_CS00000004-5	20191017_CS00000004-6	20191017_CS00000004-7	20191017_S00041674	20191017_S00041675	20191017_S00041676	20191017_S00041677	20191017_S00041678	20191017_S00041679	20191017_S00041680	20191017_S00041681	20191017_S00041682	20191017_S00041683	20191017_S00041684	20191017_S00041685	20191017_S00041686	20191017_S00041687	20191017_S00041688	20191017_S00041689	20191017_S00041690	20191017_S00041691	20191017_S00041692	20191017_S00041693	20191017_S00041694	20191017_S00041695	20191017_S00041696	20191017_S00041697	20191017_S00041698	20191017_S00041699	20191017_S00041700	20191017_S00041701	20191017_S00041702	20191017_S00041703	20191017_S00041704	20191017_S00041705	20191017_S00041706	20191017_S00041707	20191017_S00041708	20191017_S00041709	20191017_S00041710	20191017_S00041711	20191017_S00041712	20191017_S00041713	20191017_S00041714	20191017_S00041715	20191017_S00041716	20191017_S00041717	20191017_S00041718	20191017_S00041719	20191017_S00041720	20191017_S00041721	20191017_S00041722	20191017_S00041723	20191017_S00041724	20191017_S00041725	20191017_S00041726	20191017_S00041727	20191017_S00041728	20191017_S00041729	20191017_S00041730	20191017_S00041731	20191017_S00041732	20191017_S00041733	20191017_S00041734	20191017_S00041735	20191017_S00041736	20191017_S00041737	20191017_CS00000001-1	20191017_CS00000001-2	20191017_CS00000001-3	20191017_CS00000001-5	20191017_CS00000001-6	20191017_CS00000001-7	20191017_CS00000001-8	20191017_CS00000001-4
FFA(24:1);[M-H]-@5.36	FFA(24:1);[M-H]-@5.36	365.3375	365.3475	5.36	7.609088869	172507.8749	167521.0712	172482.2163	148674.5333	169086.2084	144643.5067	175329.1969	267086.7279	414199.9637	239912.3477	323077.9675	258053.0103	213256.089	297579.1177	370811.7814	270409.0512	311418.4924	375004.4291	308743.4785	240429.308	268538.0557	208783.7303	326769.3798	192739.6311	200075.1546	348437.4589	285672.8777	283909.496	326138.1963	196129.6872	290424.6984	217933.2816	338230.8828	181988.7644	271787.9248	143348.3517	252047.148	221297.2004	203626.4059	205449.6588	301062.6726	267324.1047	372892.2377	173182.2619	255155.6921	658417.6061	248173.3654	255614.0109	411053.6027	249811.9604	277620.8642	159263.8279	446380.5051	411413.9927	178678.754	244001.1489	259221.4339	269561.4268	356184.9386	293251.2779	383509.0069	290067.3774	365742.973	222807.5345	356861.6381	178646.9873	312111.2889	302601.9863	243612.3573	316989.0747	236394.7558	236654.9962	242362.5225	224601.9404	216872.0526	230897.0847	263969.9339	227837.0302	205212.783
FFA(24:2);[M-H]-@4.7	FFA(24:2);[M-H]-@4.7	363.3218	363.3318	4.7	6.629269609	42459.9165	38810.08785	43403.57603	44110.30282	41089.6469	42707.02387	42358.2077	104136.2635	176724.0306	89630.52989	136677.1867	63587.79677	90410.46945	134212.788	202652.1389	102939.2073	171987.1997	185567.5998	140024.5929	99348.71546	156614.3929	91218.90286	123907.0003	79905.65895	76370.22864	177728.8914	91956.61995	129102.812	134778.4195	62196.15962	154838.7446	103979.3543	154461.8555	103936.7265	116975.2391	48116.43897	131435.9827	91071.95993	84873.39825	89950.68082	143154.0203	123604.8165	141353.526	75341.91569	134143.5602	198739.2438	78171.38814	119254.3845	145542.6557	75934.06924	100048.5755	47278.40217	192224.9067	125653.3769	79034.75275	109254.0472	117266.9224	171652.3071	145757.7266	133920.5832	141373.966	97998.55972	176613.4711	82896.09485	172656.1712	63817.47832	117650.4161	113413.9573	75581.49692	134533.4274	109876.0195	96922.34702	102022.9336	96581.7317	92019.06467	92209.94101	106926.305	98967.40946	86374.57892
FFA(24:3);[M-H]-@4.07	FFA(24:3);[M-H]-@4.07	361.3062	361.3162	4.07	16.79065701	7564.118554	9782.334336	9880.118768	8047.379708	8427.111527	6977.176488	13039.14523	20376.40843	43886.98942	18587.31558	21776.03074	12685.85382	13124.75714	25672.63037	41070.97428	21586.71385	24584.97497	33556.45669	21068.18994	22322.45348	19216.15836	16918.27311	22936.95243	12329.2106	12031.71084	37085.87548	19721.95957	14397.86192	25352.29258	24310.16196	26165.49738	19556.32437	20360.1933	15309.3165	18242.42527	12312.88457	17917.72961	17554.45239	22457.21827	12811.11765	31874.12675	19429.5869	21568.57799	14436.37705	15169.73945	66519.22436	10136.34334	23608.75973	24508.58107	12838.45009	19748.63811	9178.974278	32695.61805	24976.503	14542.17614	15749.1769	21419.07001	36035.05914	24285.66301	19023.27328	21655.04425	12015.14361	27370.72449	13942.112	46646.06827	9883.398661	23438.99799	19657.57217	16843.5576	23124.75919	24819.16737	18336.67541	15029.01026	14910.36163	17738.01184	15090.91126	21844.87997	20503.01998	14062.71325
Cer-AS d34:1; [M+Hac-H]-@6.61	Cer-AS d34:1; [M+Hac-H]-@6.61	612.5184	612.5234	6.61	40.3945213	5684.706775	6140.425816	6112.224985	4757.929582	4663.448069	6538.20953	9256.575404	4147.260423	3719.4051	3056.844654	3874.774452	3163.587995	2669.635041	3021.484713	2354.151937	3378.893569	2633.575089	4305.00663	7944.992332	6493.31994	1593.221731	3754.474199	2774.449413	2538.763091	4413.865182	5607.141832	3340.153049	3721.905651	4080.343592	N/A	8933.736118	2320.288147	4813.540007	3862.428377	N/A	2129.960072	3154.675684	2282.188854	4426.311114	5006.922726	5319.337974	3307.898105	2386.78909	2813.125248	N/A	717.4388858	5131.1746	2494.771814	1072.953573	3056.476861	4734.695458	N/A	2297.7894	1125.422137	3172.765317	1350.743679	7063.850224	4762.252803	4004.111333	5264.110391	3097.697309	1826.661194	6924.570884	1642.35434	3749.373942	3486.783528	2578.87718	2165.35213	6627.38396	1984.003509	1778.663514	3618.306633	6069.907882	2320.336553	3442.998391	1727.761275	2955.555519	2834.300004	2750.333471
Cer-AS d41:1; [M-H]-@8.48	Cer-AS d41:1; [M-H]-@8.48	650.6068	650.6118	8.48	18.77622156	15443.57533	12567.24675	14460.30995	13185.01437	14154.60737	9209.39844	9853.974776	14043.95786	13135.68636	19170.63737	9177.360043	11457.06898	11954.06945	15034.74385	34120.12751	7083.981221	12294.84751	43354.98167	19207.3055	30110.69283	18040.63771	13793.41508	26620.24479	24007.13265	7975.854864	25770.28909	18135.24226	7866.236253	19031.05006	24269.68853	29660.13461	16374.00551	26865.28274	21851.9326	12088.5011	9340.000051	17972.55008	23637.50268	15074.25578	9085.063045	23621.8159	13494.25328	19744.35049	14617.18116	10617.42519	47191.12612	6863.843381	21618.06603	21707.06828	7159.462305	31531.6994	18296.86454	19464.47018	20020.48045	12646.48114	10157.47859	14452.57152	23298.8819	22956.25924	10297.9156	15123.48126	12544.31393	28098.64242	13621.80892	36136.46511	7226.320118	14597.49376	14122.16558	11130.1333	12680.61442	32001.89536	15978.06719	11725.38881	14873.83999	12831.8975	11211.05599	16646.5193	18271.2874	11681.82158
Cer-EODS d49:2; [M+Hac-H]-@9.54	Cer-EODS d49:2; [M+Hac-H]-@9.54	834.7167	834.7217	9.54	38.89304284	4546.476376	2039.215905	2904.048439	1189.437943	741.4656272	253.669856	2473.613874	14968.05483	12082.50239	3246.718212	9663.480034	7983.292821	12109.66584	10499.32356	20667.82339	11774.23392	8361.226528	5235.319353	9991.738277	5689.393448	7681.671675	10053.68941	10865.88439	5433.269459	10012.91665	4087.320757	9680.456138	6016.169921	13678.21535	N/A	12497.06286	9406.641933	7689.317537	15740.72398	11570.43535	9777.621026	6233.227229	10689.96155	4603.206656	6007.863652	10478.19016	6582.408541	10561.00004	5219.373989	4851.434064	10388.89426	3929.425476	11654.91329	10628.10984	7329.533437	4833.817338	5005.906529	17232.47021	6693.133549	3828.082445	3023.181824	10013.8873	17188.16672	11843.11171	8035.284118	12566.32226	6769.812614	11883.01376	7056.732247	7604.464058	8485.532291	6483.67235	9201.236514	10700.40829	9246.614918	7280.912236	4480.647137	4271.908546	4307.830854	6369.282571	3329.932281	1581.091206	7383.017071	5904.370527
Cer-EODS d51:0; [M-H]-@7.24	Cer-EODS d51:0; [M-H]-@7.24	806.7582	806.7632	7.24	15.30889483	13721.43718	9608.311465	16083.05285	14388.94576	9102.017787	10116.06283	11216.9676	9520.743579	16717.94978	7017.282007	10837.7605	10750.61156	12201.28234	10054.41781	5980.825941	12330.27944	9325.736502	6414.414937	15415.4351	9714.472761	8463.94585	9892.980893	6352.284244	14307.74873	7669.115406	8454.02157	8591.398008	8853.661362	7076.53526	10125.82364	9205.502491	8933.720174	11718.13654	8687.034851	8119.410196	12504.99363	10597.45313	11838.1172	15844.72535	7425.042949	4867.367322	11863.82508	6690.167526	12355.35934	8051.361357	7924.786864	13966.19499	8415.737306	8590.134137	11338.6995	11087.24346	8732.897282	11554.26669	5942.71917	11573.26947	11584.20458	7519.710348	6131.436913	3625.666134	12060.22128	13639.86249	8916.220291	10629.23283	13434.43009	7542.024261	10883.11129	10164.14478	12798.56696	10536.50735	5865.051001	8734.451287	9789.862638	7240.583916	7700.823476	9027.489956	8175.658397	9838.775458	7664.645198	11108.79643
Cer-EODS d52:2; [M+Hac-H]-@9.36	Cer-EODS d52:2; [M+Hac-H]-@9.36	876.7637	876.7687	9.36	59.52944869	1707.795316	869.403738	3823.986554	1590.988921	2037.495983	869.5583503	2530.910671	5880.625706	3967.918872	7108.199052	8805.428678	6094.315072	8067.540827	7811.624516	18757.12367	20502.77542	9569.7082	9642.351268	7405.044619	8747.979531	13765.37324	8156.018222	8588.331618	3504.466909	5172.319272	12728.78098	3256.168632	6247.753376	6103.275479	5454.735919	8397.725342	7469.252082	9343.224353	10104.78344	7264.420265	4071.919438	2982.384898	10954.46659	3598.393581	7536.201315	8081.037981	11205.8512	11804.66157	2927.645105	4124.906999	9199.70213	10032.32703	9081.450815	9983.834324	5813.935447	3758.838778	6441.837911	5983.753658	5917.267887	2435.654275	2961.738946	8715.462472	8706.25546	12450.08849	8183.651749	3915.823685	3598.926445	10302.78087	5938.560549	6547.941633	2381.556203	3955.813967	4601.461328	10046.05512	5667.306485	16607.96651	4073.523656	6385.284237	7543.712668	3188.020299	1871.962063	4666.148446	1081.510938	1907.866791
Cer-EODS d52:3; [M+Hac-H]-@9.22	Cer-EODS d52:3; [M+Hac-H]-@9.22	874.748	874.753	9.22	45.99498998	2295.411519	503.2897317	2089.319929	3231.248349	1368.809797	3252.876562	2461.278006	N/A	3564.36139	3826.786544	7698.077338	2333.050184	4614.785016	6072.197679	7099.060891	15683.61797	5996.768273	5949.020715	4762.644436	8577.129586	9058.548756	2927.056035	2450.797376	3237.095379	1943.297324	N/A	7123.743324	2853.266303	1941.708955	3653.726461	4631.702757	6643.927079	8263.050841	2085.906061	4889.097346	4453.18091	1329.751696	8245.258896	1988.398877	2309.958209	N/A	5534.309949	2264.828411	3148.578151	1756.71176	N/A	858.1179093	4486.368949	3287.714772	1436.759108	N/A	3756.907184	5010.543749	2618.529389	2804.911345	5870.998866	N/A	11626.04619	5127.5766	N/A	2521.306339	2994.949437	10911.6635	1757.921753	N/A	1451.643577	2261.45662	3429.372157	3883.115993	2342.464433	5978.639626	2675.236137	3498.652893	6140.250386	3534.306805	1793.111389	1420.49343	3401.074112	2644.320321
Cer-EODS d54:2; [M+Hac-H]-@9.65	Cer-EODS d54:2; [M+Hac-H]-@9.65	904.795	904.8	9.65	23.18979628	979.9583898	1894.345336	1429.801676	2274.164435	2080.155692	2207.437251	1944.396062	5921.365475	9103.265105	4400.278071	2821.912422	7779.74148	6192.489144	7394.88771	12738.74412	15722.07896	9069.898619	7313.712751	7507.114743	11781.04968	5782.561248	1887.491276	9075.73403	2606.360003	2169.349386	10100.52944	7087.698922	5728.181074	4441.025414	1406.997741	9800.665723	4041.572951	8250.717358	11053.27298	7593.804301	2786.723604	3532.514302	10813.48902	5385.318653	4477.579564	8910.070455	6059.470641	6490.75626	7388.022655	2683.572869	6120.781934	3571.851682	7921.803908	12020.02373	4677.604838	5600.121228	4570.882121	6877.639194	8716.973588	697.2941312	4375.206932	7307.874173	9234.583612	12949.74315	7698.822218	2769.635785	4841.132984	9549.295361	4394.119266	6051.588906	4049.489111	9065.632601	2115.522992	7119.133117	5887.147024	7191.013344	6407.38689	6230.924103	4733.504671	4217.196423	3810.818461	6012.283825	3388.161775	4817.132297
Cer-EODS d55:2; [M-H]-@9.50	Cer-EODS d55:2; [M-H]-@9.50	858.7895	858.7945	9.5	54.76369376	600.0069516	3113.237244	984.0311986	1045.119017	2520.243245	512.4500742	2420.371705	7245.50742	8171.112157	5871.356604	6389.421466	5118.673526	2690.738242	5608.657866	11247.60632	10252.58983	4282.680636	6026.936942	4588.585472	6750.520455	4868.527747	11198.62992	7400.789009	2504.764611	5531.597216	6069.795814	4453.362308	11644.32149	5685.298324	4746.21722	4998.4832	5579.986584	4461.341865	6042.667424	7623.233948	1776.701947	3384.808807	6862.19469	2052.042256	1837.306678	3997.658247	4797.421436	6231.530909	3400.286139	5218.665716	2243.935118	2650.217585	13058.0322	7296.605635	551.0488117	7498.867693	2700.879223	10615.37963	2828.738647	1555.665481	3775.298211	5881.937309	4057.829099	9757.269506	7914.006204	7289.806755	3262.505095	6301.722536	5161.198267	6498.405153	4874.317943	3647.63516	6981.409888	11916.63796	3869.900406	4953.051055	1941.030883	4180.259374	3001.095137	7554.174073	3344.77735	2825.35195	2077.876732	2091.869726
Cer-EODS d56:2; [M+Hac-H]-@9.91	Cer-EODS d56:2; [M+Hac-H]-@9.91	932.8263	932.8313	9.91	28.35526125	2607.456809	1277.354484	1871.181152	2076.682143	2259.228177	649.582285	1016.70297	2540.759283	1945.746715	3148.606234	4142.165807	2721.458747	2440.031528	4975.08721	8308.192913	3087.436845	8296.911217	5769.879756	2779.617505	8302.41937	7446.007779	2606.687817	3515.016668	3094.838937	3938.771923	N/A	4947.08715	7027.468977	1387.531771	3367.28332	4456.430982	2485.00528	5534.987155	2421.876857	4567.048987	1296.062104	5817.637867	3620.392302	4445.480135	5614.796882	6424.884301	6061.493137	3549.260581	3086.174116	2893.879062	4503.989072	2309.273194	4953.159153	6119.464537	2657.123282	2443.991989	1680.295942	5845.692088	2283.714785	2308.010093	1292.708735	4065.371113	3088.36617	3999.517705	3546.178525	4545.109879	1889.245448	9166.562613	5940.361658	4629.148639	991.3068426	3229.630655	4974.049591	8240.782545	N/A	2101.438998	3146.06054	1465.156382	1992.68148	1432.059556	2904.546491	2799.590401	2174.218068	2703.210457
Cer-EODS d57:0; [M-H]-@8.79	Cer-EODS d57:0; [M-H]-@8.79	890.8521	890.8571	8.79	25.59012894	4168.853591	6364.435844	4870.804707	3817.863816	5105.181486	7617.851397	4267.655375	11101.42465	10002.33433	4536.988092	6986.615419	5836.164959	7490.003907	9162.7999	15926.42468	13207.60738	9873.679245	6332.56276	10102.51327	7638.45159	7398.389238	6640.078947	11578.01809	7298.892326	6535.06617	11121.40183	7601.227415	9485.862976	6231.112723	10759.2561	12275.54778	6973.444668	11583.59644	18149.21977	8637.608518	5243.959373	5464.386943	8411.320532	15242.45743	7063.570513	13283.9055	11995.30678	15333.72284	9005.546524	14589.72705	17613.05575	6825.762429	7267.989715	7776.648379	13609.87326	11631.93157	5214.09491	10049.8831	5237.324172	7456.75342	12095.35357	7418.877616	12802.55378	10078.97762	8415.091223	4824.475407	7778.210973	14970.11035	3384.180021	11946.6213	3718.416799	5372.235422	7863.61527	10540.74955	7829.818899	11899.65225	9050.667893	6826.72823	5381.003622	4578.843072	5664.611422	6165.958756	5699.468885	9094.985279
Cer-EODS d57:2; [M+Hac-H]-@10.58	Cer-EODS d57:2; [M+Hac-H]-@10.58	946.8419	946.8469	10.58	55.68582017	832.4083407	2155.592489	379.8657965	2970.73685	2167.874723	1924.568623	3365.454147	5523.362608	5649.734201	1119.191884	6076.39921	6541.214573	965.3355888	4392.762478	N/A	1558.254116	344.1513017	1036.276751	1747.300814	4775.870656	1835.605934	1998.543624	5432.589611	1321.796245	3566.811562	1558.723656	1857.670269	5186.344243	6575.053763	3612.18559	3054.022412	3400.388593	4062.387293	2798.953877	6073.695382	5731.477928	2438.084311	4959.48083	5602.321592	3052.040303	2290.832398	5610.837033	5760.76464	4704.959658	792.7841847	2116.794331	189.8175367	292.8060455	10061.80359	3720.623811	1797.143851	2670.947282	1881.824185	3174.997495	3622.866139	1786.178836	3281.704738	2405.090934	520.5078594	552.7042686	2578.715906	1678.689265	1020.173466	1925.903346	N/A	2464.522462	522.0880601	3958.677126	3307.325859	2900.171417	2959.119113	281.4527974	1116.938869	3504.512591	1958.649854	2308.764158	1590.849413	2927.317401	1238.523101
Cer-EODS d57:3; [M+Hac-H]-@10.36	Cer-EODS d57:3; [M+Hac-H]-@10.36	944.8263	944.8313	10.36	61.42531565	1731.686224	3624.625143	1663.992425	1923.773148	807.6628315	1605.640132	1288.522096	2674.085413	1438.191566	2419.358912	3994.852932	5904.91857	1070.448717	7082.676243	2995.068301	3865.467249	10217.18737	1457.762617	2974.789346	3951.779752	3234.423898	1140.18475	3577.30477	4700.714466	3439.025488	5358.303716	1702.529621	1930.810438	2786.332007	2931.60937	3346.697394	5781.892562	2550.703063	4524.970393	3178.483204	5460.349724	5334.103855	2155.975738	6027.711322	9688.514279	4114.45821	3838.607648	3419.876106	1444.839528	842.3225394	1174.366424	3948.539091	5810.484729	7838.956389	3569.704812	1142.842662	4893.510518	3214.805427	2158.27778	2443.275143	651.4840342	2917.834139	N/A	3141.439174	1743.462363	4562.510013	2198.968987	9054.354377	6195.835268	3276.403533	3708.781574	3518.326871	5190.381017	4421.214938	5769.690286	1373.344653	3412.528973	6723.036527	2204.665494	2275.838355	1256.226642	3607.914249	2743.55987	1058.388509
Cer-EODS d58:0; [M-H]-@9.02	Cer-EODS d58:0; [M-H]-@9.02	904.8678	904.8728	9.02	24.1607632	15452.22573	11361.7778	7493.489321	15973.55357	15477.95591	11649.35371	8103.991236	17338.41967	12714.69228	7592.426325	9555.085399	9916.441129	7159.876787	19470.93616	14665.61486	13580.75203	23751.19887	17697.82172	23297.134	17781.54546	14334.86844	5712.795157	15917.59394	10616.60903	12131.8122	24618.53755	14218.79896	17243.35743	22868.83766	21604.90699	20042.22896	12972.70526	14538.04572	15396.9334	21763.13678	6696.077177	17181.72381	21741.58064	22186.65404	18265.02854	20919.34805	21936.03601	19114.35869	27428.07917	23727.52506	44337.97527	20608.24088	18490.3708	21414.95285	12640.87876	10395.43727	21658.29644	18480.61746	17973.31644	15690.72968	29545.99693	12654.13134	18347.823	18205.34793	17340.56629	14143.95706	10002.0758	15028.00534	12850.96451	18576.08246	8134.165315	7670.041036	8978.47928	15793.27083	10238.87404	21721.85853	12327.92589	10252.77905	17425.78502	13732.92102	10127.1403	9475.427513	8604.463733	12412.40912
Cer-EODS d58:2; [M+Hac-H]-@10.14	Cer-EODS d58:2; [M+Hac-H]-@10.14	960.8576	960.8626	10.14	57.12664488	5043.969021	2701.417106	6179.370732	5034.953333	3999.685488	4104.592412	2762.70383	3728.190003	7327.488375	6578.626246	5702.171642	7528.66964	7071.880834	8371.61051	9634.215057	3850.598627	8606.23176	5894.546556	7812.706397	10225.49551	9920.513838	3603.000283	5521.910992	4113.418334	6511.699932	8098.999625	7819.052624	8894.788826	5613.115784	3426.531693	10776.90568	8921.752919	6674.748499	7266.85196	4119.836667	4230.656858	7949.719594	6031.487358	9643.237125	7081.869491	10727.93487	5864.903381	10384.11388	5065.959226	2522.277485	3358.447852	10037.88477	6968.504841	8728.913419	9298.974432	4377.459072	4699.591168	5105.925645	3944.15496	5550.135872	3629.98352	4712.186062	1904.341307	8319.833417	3486.296741	6034.990862	848.8968347	14356.02336	8079.053591	4581.265748	2945.431522	5310.691779	3385.089819	7580.717933	7973.46147	6638.703039	7562.813892	1364.864734	2315.246098	2730.862206	3152.897537	3976.795484	2441.880193	6250.122978
Cer-EODS d60:0; [M-H]-@9.00	Cer-EODS d60:0; [M-H]-@9.00	932.8991	932.9041	9	24.95716776	6412.874545	5591.137171	6884.078085	7165.78132	10821.62779	4567.650846	5789.969305	4547.864162	9103.317457	5650.464306	11555.70636	8226.573703	8759.641586	12118.65374	13783.50132	10474.2713	14139.1215	10926.38035	10379.12361	8516.479433	9483.380021	3397.703446	12431.72425	9396.866802	6063.736731	16408.43952	5644.946839	8675.261799	5419.947152	7952.573734	11069.00841	8857.749539	12345.32643	10295.54663	13093.139	3801.283884	5812.040822	9428.429482	7884.761188	7009.467285	6357.695517	12693.33881	15500.6791	7263.10519	12274.29444	23473.26161	6532.57984	13770.05681	12470.88429	11915.86319	7595.240571	7175.951447	4912.641586	5759.507703	11195.52884	14356.53458	7028.591275	11771.69438	16965.20164	9085.603792	7498.658461	5055.342783	9982.12961	8179.271816	9342.118107	2658.859241	5932.350402	8222.377369	10868.41855	5999.588471	10985.68395	5901.999809	10842.30909	10038.97643	7082.222375	7160.347269	6885.306214	5579.145124	6911.462747
Cer-EODS d60:2; [M+Hac-H]-@10.42	Cer-EODS d60:2; [M+Hac-H]-@10.42	988.8889	988.8939	10.42	51.40077759	1728.781276	2321.615083	5502.579947	1314.463615	2029.580838	2730.708511	4017.466974	7046.763974	1360.177927	1095.623329	4561.215162	7312.939039	3204.571606	3770.275361	2438.794836	2079.394735	6864.997165	2275.552631	3937.188778	4246.678466	4586.478988	784.2283942	3282.049032	1988.183727	3776.792398	5137.512408	5053.805062	3131.19819	3364.540669	2214.251127	4041.887138	6703.507841	7078.742992	5739.494909	4067.553714	4081.558209	4126.170765	2808.364062	5063.104955	3590.38609	4491.08153	4358.768809	3864.166858	1376.453669	1706.16893	1768.11306	3204.86532	3701.60932	6052.615147	4025.970028	4027.392875	1659.274126	1612.116102	3690.647217	2648.892124	1302.512274	4021.466092	2699.706216	3105.925153	1341.998296	7860.362385	856.0648771	2491.284928	3285.360345	4341.560286	4718.676582	2600.048084	6359.750107	2605.56798	5206.673889	2417.889957	5740.947661	3279.816223	1549.391565	3481.563407	3246.73522	5901.4501	1548.571444	1974.955341
