Sample Name	Name	Start Mass - 1	End Mass - 1	Expected RT	RSD%	20191017_CS00000004-1	20191017_CS00000004-2	20191017_CS00000004-3	20191017_CS00000004-4	20191017_CS00000004-5	20191017_CS00000004-6	20191017_CS00000004-7	20191017_S00041674	20191017_S00041675	20191017_S00041676	20191017_S00041677	20191017_S00041678	20191017_S00041679	20191017_S00041680	20191017_S00041681	20191017_S00041682	20191017_S00041683	20191017_S00041684	20191017_S00041685	20191017_S00041686	20191017_S00041687	20191017_S00041688	20191017_S00041689	20191017_S00041690	20191017_S00041691	20191017_S00041692	20191017_S00041693	20191017_S00041694	20191017_S00041695	20191017_S00041696	20191017_S00041697	20191017_S00041698	20191017_S00041699	20191017_S00041700	20191017_S00041701	20191017_S00041702	20191017_S00041703	20191017_S00041704	20191017_S00041705	20191017_S00041706	20191017_S00041707	20191017_S00041708	20191017_S00041709	20191017_S00041710	20191017_S00041711	20191017_S00041712	20191017_S00041713	20191017_S00041714	20191017_S00041715	20191017_S00041716	20191017_S00041717	20191017_S00041718	20191017_S00041719	20191017_S00041720	20191017_S00041721	20191017_S00041722	20191017_S00041723	20191017_S00041724	20191017_S00041725	20191017_S00041726	20191017_S00041727	20191017_S00041728	20191017_S00041729	20191017_S00041730	20191017_S00041731	20191017_S00041732	20191017_S00041733	20191017_S00041734	20191017_S00041735	20191017_S00041736	20191017_S00041737	20191017_CS00000001-1	20191017_CS00000001-2	20191017_CS00000001-3	20191017_CS00000001-5	20191017_CS00000001-6	20191017_CS00000001-7	20191017_CS00000001-8	20191017_CS00000001-4
Cer-NS d41:2; [M-H]-@8.40	Cer-NS d41:2; [M-H]-@8.40	632.5962	632.6012	8.4	34.0694694	6843.1354	9648.002597	12561.23887	13268.11252	11341.92	12228.41348	8701.941597	12020.14249	12456.17321	12152.29452	13301.93696	10554.6549	14319.16916	9653.44639	22421.91965	16792.64324	10519.18292	18686.92372	17899.57468	14788.54202	13982.32005	11861.88127	24308.9871	15455.81107	15616.04095	13369.45887	14912.05074	13119.32787	19487.93988	6672.15627	26234.23082	14980.14711	14460.58126	21437.16005	13064.25418	10362.96378	11643.62151	16058.65026	16132.65928	12497.18872	14123.77066	10945.35275	14907.67598	8568.5239	18287.52937	18126.49463	7993.388011	22304.81464	12494.83968	6366.746026	7345.458959	11516.24567	25143.65339	13515.95248	11268.70786	16915.10139	7067.624079	27111.19625	23761.39607	12830.2349	13494.20297	15563.35458	16523.5156	14109.43102	22974.05288	5240.944796	11103.96852	10818.47216	21387.91675	12980.53336	13792.6443	10217.06232	16726.75762	14734.4389	10467.71976	5742.549458	14578.45519	9152.034909	7797.513656
Cer-NS d42:1; [M+Hac-H]-@8.96	Cer-NS d42:1; [M+Hac-H]-@8.96	708.6487	708.6537	8.96	12.29821346	3859748.795	4108623.577	3745236.37	3613692.743	3320382.523	3651623.292	3597552.061	3850905.532	3356952.196	3253179.478	3792120.201	3302396.065	4325125.501	5604987.524	8641403.407	5839498.868	5596736.63	6190283.531	5773223.712	5435139.047	5362484.21	3008351.117	5996641.173	4988048.329	3671539.132	8279405.475	3476273.128	4388511.705	7787727.634	7334383.709	6550034.55	3385507.434	5370575.282	5194963.538	4402922.252	2310656.465	3201757.622	4673821.142	6552375.628	3874613.289	7270361.095	9692621.753	7646629.11	5098109.897	8173105.797	14377013.68	5226831.652	7415157.015	5512908.556	4595744.079	5295533.257	3720222.233	5723054.281	5376222.125	4079419.504	7118573.315	2914581.972	9092129.842	6088166.467	4793570.843	3199549.05	3965484.816	5625399.135	2963710.762	5871095.982	2087188.181	3110899.784	3297502.083	5552766.543	3897348.777	5955579.558	4561644.797	4209027.797	4052889.595	3229648.954	3500943.954	3388364.427	3539191.153	3585993.298
Cer-NS d42:1; [M-H]-@8.97	Cer-NS d42:1; [M-H]-@8.97	648.6275	648.6325	8.97	18.09675673	134662.2204	133455.2443	115177.7596	113461.3934	96789.57024	112330.0636	113865.9082	135209.7955	108875.7771	125097.1883	132293.8803	107971.7062	141823.7666	155231.6945	269041.5109	221323.3212	190680.7085	189771.8531	152309.3807	139046.3762	161124.0335	136740.5288	194198.6574	137603.5679	104919.0325	244035.9566	116863.91	143399.4898	205391.5483	195465.9215	171344.8149	107021.5414	182337.8814	189510.3945	152640.0516	84866.44292	100165.1178	133580.7342	231029.4516	156473.011	215762.6388	213617.0878	204846.1612	163140.1843	231534.3217	375481.5718	145314.4648	239202.6035	164169.9055	152088.8843	179547.6062	145604.8067	187615.565	159699.6224	114489.7077	208319.9255	111778.1756	277285.9716	189825.3133	136782.905	113960.6317	138479.4351	168619.4187	93476.79478	181756.4551	88102.88845	97262.98193	102459.2058	206130.8024	130844.7966	207141.9438	131391.6565	164407.1341	97609.6828	122401.2169	93217.053	115266.4803	120815.6817	128021.2353
Cer-NS d42:2; [M+Hac-H]-@8.58	Cer-NS d42:2; [M+Hac-H]-@8.58	706.633	706.638	8.58	8.609298338	1546858.102	1671914.021	1615104.462	1565930.36	1548628.861	1560280.456	1484333.441	2386928.091	2619859.018	2562396.812	2605107.233	2138771.371	2482446.989	3322463.66	5381005.675	3263153.836	3368326.989	3274704.71	3517741.186	2685356.446	2421266.079	1896500.727	4071809.459	2891766.942	1917804.318	3399236.947	1789341.425	3165828.358	4082812.691	3092551.619	3417954.174	1639798.692	3291510.288	3109161.393	3355846.604	1344619.712	1798662.758	2306075.04	2919666.424	2359502.759	3329628.698	3479891.98	2790396.586	2515001.516	4514394.945	3956392.882	2163929.889	3705569.904	2254931.934	1873035.547	2424211.075	2209736.56	4269275.423	2448442.113	1724073.215	3461115.046	2068532.958	4960664.817	4454641.274	2613438.292	2392369.031	2639345.839	2954527.122	1818086.4	3460633.409	1099614.169	1939056.142	2608807.314	3162232.33	2394150.259	2192897.538	2372878.937	2389619.821	2200440.711	1997595.981	1987495.048	2042538.882	1889980.203	2121469.766
Cer-NS d42:2; [M-H]-@8.56	Cer-NS d42:2; [M-H]-@8.56	646.6119	646.6169	8.56	7.847326735	53511.15445	55778.73715	57217.64414	58144.72831	57162.12007	55679.08838	54546.71302	87164.75181	92667.98499	91310.78676	89740.22492	79919.89432	79842.57256	106745.404	219954.6144	115562.7394	114197.5958	117627.2589	108653.8841	99383.03294	84959.98594	82848.27213	133831.9266	101096.4752	74347.6231	130458.7712	68281.61276	125874.8046	121769.8058	106363.3602	111404.0444	69287.65512	104657.1552	108773.5009	117030.9343	57288.12881	66100.53225	90707.00384	87533.61107	86587.38366	112524.3403	104343.7113	106157.5448	94743.26133	146754.0489	110550.5843	86034.81779	140362.0985	88542.93652	59121.34263	95937.28082	74042.90727	136486.7478	87054.38586	65183.97835	113208.8939	71267.57729	165955.2084	136829.2452	93416.17814	80077.6477	89837.11959	93435.64965	63691.91485	114418.5925	46001.10919	63350.34877	99598.02579	104006.4578	84905.28094	89736.23743	82506.27028	83149.92925	72046.40941	75434.53647	69960.27129	79330.12138	66660.50546	78041.25474
Cer-NS d42:3; [M-H]-@8.22	Cer-NS d42:3; [M-H]-@8.22	644.5962	644.6012	8.22	12.14528362	10149.83172	9927.549677	10164.83712	7190.618668	8605.823696	10566.35351	8703.619145	14787.30875	33269.36342	21213.18851	18108.72954	17885.42766	17763.97696	20334.90353	38987.23588	17176.72365	22036.70857	23348.45648	29444.49369	23259.86198	16139.7009	17970.69983	38063.77228	21192.05976	14506.94071	13907.15397	17133.41185	23719.14231	19420.78962	15454.32097	34320.41749	17554.80797	30245.77631	23348.84573	27432.1675	12145.35172	20428.84979	17817.66436	17131.18039	23545.40932	16084.4695	23061.37743	21518.25031	16036.1147	25883.0492	21536.36065	12152.69656	27518.42434	12502.69813	6770.549841	15328.76977	17851.76601	42927.05334	18821.90736	8033.327653	20922.12891	11981.39376	36583.75681	27331.8508	22503.49174	19532.56648	27402.35773	24179.26952	16967.79807	34414.82528	8947.279924	15015.00026	24794.75825	23710.7912	18825.38281	16822.72843	17539.46987	19679.28178	16143.26401	15296.40023	14614.73541	15908.88839	13257.24274	15316.32871
Cer-NS d42:4; [M+Hac-H]-@7.83	Cer-NS d42:4; [M+Hac-H]-@7.83	702.6017	702.6067	7.83	7.792503979	12994.1697	13189.3816	11356.58389	12128.77849	14296.57949	15544.91507	16042.2355	46718.02841	41496.05673	43566.63228	26599.70452	20705.92553	21728.36787	39439.08971	64294.77882	42683.7905	32799.81338	42495.78891	43985.88459	33997.84654	26553.04705	19203.74534	70728.33996	23299.18223	31443.18439	32438.95271	21593.63587	68971.77984	43023.84924	18040.67327	47294.57422	23895.56422	47071.99368	43699.16874	25297.28862	16468.6706	32006.42506	40705.75802	21160.0438	26631.68323	34980.01142	32175.3974	25308.39994	33338.56039	30514.419	33943.58407	14502.05927	37560.97225	19058.49611	13019.32124	24460.21357	24886.78165	57554.4795	16244.49322	17241.55228	51709.74044	21818.41932	65622.44556	44007.12995	37048.63863	31721.24143	54355.65384	25669.86228	21150.76565	42157.48449	13037.38893	23828.0828	25270.64532	48581.56522	38103.48621	25364.20507	27532.45556	29522.58735	29948.07425	31700.14965	31955.18385	25589.2958	29191.64732	32247.26174
Cer-NS d43:1; [M-H]-@9.17	Cer-NS d43:1; [M-H]-@9.17	662.6432	662.6482	9.17	23.18319728	22005.99315	20363.05275	21578.41212	28349.54647	22428.13681	21237.66322	19896.65695	23257.90343	14191.02099	18582.85833	19413.82654	25612.49468	14934.37257	23614.12242	49649.88036	22118.9137	20782.95487	30838.7546	27072.4591	29871.95381	31557.08871	20138.47171	33131.79629	31928.34043	14442.91297	35784.25328	22860.42313	16497.06238	25926.46503	17542.31875	39744.29788	18760.66017	28468.35695	25118.26319	20328.01633	10827.03693	17330.77874	27322.4936	30390.22426	18249.0439	30074.58486	24107.96536	19365.9598	24982.3538	26965.97199	19280.74394	22319.17327	44414.92202	23177.68978	20893.35008	23220.58693	12948.04127	27876.85091	28793.10458	20087.90983	19668.46759	13789.3835	35069.43871	28721.47921	25249.68885	15781.32659	17919.76486	21539.86394	6895.172535	26527.93871	8871.564664	14398.66022	20312.45839	36356.14949	12062.66885	31552.83484	15341.0865	15268.57002	18145.56928	13950.85561	16820.72169	13237.58288	9217.527926	9418.378562
Cer-NS d43:2; [M-H]-@8.72	Cer-NS d43:2; [M-H]-@8.72	660.6275	660.6325	8.72	30.96631648	3891.27597	7694.220888	6614.981169	5390.623257	5813.312107	3329.526908	8155.709266	9787.211272	8102.055621	9612.35126	7116.858351	12210.10102	10744.59709	6253.296461	15102.54827	8677.322474	12320.07546	11871.00225	9589.480288	8084.379339	10482.4303	7736.78565	12906.93593	8194.768154	6685.148386	11546.4265	5819.52496	6658.612392	10052.86408	6301.860664	13644.3128	2440.498135	10785.26908	11585.80672	12966.96441	3782.808356	5803.859579	7804.574363	8392.662533	5596.833478	5001.033926	8639.975456	3249.368486	11750.93237	15508.61059	10332.00586	11173.11309	9627.42138	8902.657517	2838.848221	6328.186865	7093.472449	13512.40366	8436.085004	7315.799696	10739.64943	2209.051095	13954.69974	12810.03265	9346.441172	6266.760167	8193.857941	13125.78733	2981.329242	8193.492688	2136.331802	7964.064212	7846.588633	12462.7077	10459.90823	5217.241703	9510.16811	5893.0382	4890.381879	7872.430413	6639.882393	4280.392841	3829.338765	7491.870372
Cer-NS d44:1; [M-H]-@9.36	Cer-NS d44:1; [M-H]-@9.36	676.6588	676.6638	9.36	40.30246193	4246.16301	6667.308772	6338.62103	5915.172872	5813.877714	1613.156732	8135.571354	6320.649447	3113.129606	3853.17777	4110.756535	7208.83479	7595.588908	9318.046507	8121.31905	7847.030977	6299.454877	8795.712859	10607.67653	9019.971271	7832.698117	4343.138821	11127.40996	6183.628618	5920.847408	8454.154636	7743.895763	3812.651817	11704.82021	7885.585985	12754.65143	1424.714999	10829.19478	11091.66409	11666.12049	2181.270184	6951.864036	9735.525171	8456.93439	10822.04309	7990.832112	9466.104356	8004.362246	5589.328303	7918.167638	7741.157368	6603.26935	12670.44898	16160.27417	11420.10887	12243.39985	2858.729659	4417.494754	8494.633299	2663.708145	3670.213205	7947.578301	7394.936053	12620.17827	6288.729414	4386.086026	3228.766104	6223.534357	2589.228196	8713.051221	2621.233896	5293.376645	3566.785123	5956.579326	3712.882651	13621.23852	6767.044996	6055.211541	5011.708557	4735.275912	4586.958982	1548.105018	2125.324848	4504.378382
FAHFA 25:0; [M-H]-@4.34	FAHFA 25:0; [M-H]-@4.34	411.3455	411.3505	4.34	27.39480583	8358.760634	11123.49261	8304.789816	14522.9885	11474.33432	N/A	7485.739932	24929.42494	13633.19798	14535.31851	4963.250028	15676.09019	7711.138915	23806.48441	11597.19129	7880.840316	16402.94138	14377.63244	20942.23018	12300.9204	20591.1512	7001.86273	20633.24969	11048.01582	9933.907412	19896.25694	13341.26148	8881.970388	18138.94829	13050.4597	13964.87221	5649.240011	17667.74243	12580.81666	17651.97515	18431.28952	14025.58728	14293.35223	7390.278188	6847.646059	5619.659553	7387.424976	8766.246558	7956.625432	20976.74661	10377.81065	19440.04371	8429.177848	13696.20138	9463.048648	13723.69061	13881.75848	8638.241406	15642.82519	13202.2767	9707.977465	17559.78292	12240.18187	13020.85949	12361.588	9160.423231	11563.82314	14007.56664	10944.99657	6356.956195	8259.877297	9227.204258	16091.64695	10877.64881	9544.502176	12541.98924	9159.892167	9975.876323	8910.986887	10920.76462	5477.973747	7034.426933	4690.463487	7410.190437
FAHFA 27:0; [M-H]-@5.25	FAHFA 27:0; [M-H]-@5.25	439.3768	439.3818	5.25	22.2585297	8375.367828	7503.438167	9808.826953	6503.50982	14023.19407	N/A	13676.36829	11438.46853	12828.82249	13655.25562	2789.936642	13385.86196	10290.30085	11087.72677	N/A	12044.39265	9937.527952	11095.02871	14123.66604	10693.6092	6138.305869	8127.689943	8889.415909	12060.53634	N/A	16061.11792	15568.32514	9392.75036	11284.68044	12319.72655	10200.16779	8666.171823	19916.90291	9568.180366	9322.165292	14791.62264	14696.51195	13561.8902	9970.890026	7071.504936	11652.40672	30442.02371	6598.505295	7739.410656	10438.21347	9867.421531	N/A	7249.058831	10010.19105	5400.055396	29844.46811	8833.682926	11520.04125	10197.38994	9602.779892	18607.99022	N/A	8114.527238	14464.71234	13253.94186	9372.692023	5410.285753	8650.071189	12029.67041	25872.23318	11235.61954	8601.258596	12673.04247	12564.92422	9331.502829	N/A	8225.32503	7557.663487	9746.003156	N/A	11398.67972	6383.754078	7225.526738	11078.84853
FAHFA 28:4; [M-H]-@4.70	FAHFA 28:4; [M-H]-@4.70	445.3298	445.3348	4.7	26.94004722	3825.379867	1458.111924	2723.765187	5541.152714	4614.106859	2928.724652	3647.133679	10450.39291	11460.35604	7865.546668	13382.88568	3691.154963	3754.118532	11825.98878	10914.23256	N/A	8985.691961	14344.12366	7120.552938	5842.539065	6081.682284	5626.93654	5150.806347	5632.310152	3528.066476	14244.80969	4551.909539	9933.732852	7381.762564	4077.534181	6855.956248	5470.488969	11202.7357	9639.849076	5588.062955	5348.040079	8203.039663	6310.745718	N/A	7577.312443	9122.068106	4611.875314	11388.13784	9014.498176	7120.726771	9960.883474	2423.185178	9556.072675	10628.65067	8971.165913	6675.576484	4164.365827	10996.46131	8115.507332	1807.611203	5218.393552	4628.623193	11417.98042	12077.51077	10621.5653	8372.939901	6815.51372	10251.55289	4748.606922	10032.22132	4161.074442	N/A	7286.308192	9844.912184	10649.84371	9580.936511	10813.5215	7013.298306	6626.7961	7871.469284	N/A	8155.619328	N/A	4670.393811
HexCer-NS d34:1; [M+Hac-H]-@6.23	HexCer-NS d34:1; [M+Hac-H]-@6.23	758.5763	758.5813	6.23	17.89499403	114092.9601	167212.3574	130925.7815	113006.1494	133732.8136	147900.673	137090.457	216195.7497	151506.4714	179522.9181	185107.7469	301407.4905	159950.6256	160698.8823	206049.1227	172404.7284	163384.3051	260804.16	327995.8275	108082.2979	190416.6568	209334.5199	199800.1835	176794.0135	190502.7511	165686.2112	172195.6245	145915.951	283584.8371	138526.2221	130000.8798	212061.5724	259596.7659	232631.2718	197397.7823	234450.4083	187192.6252	142993.107	162487.036	302808.8708	224319.9438	195812.9017	148949.837	237950.1922	155455.9769	116043.6386	244517.5859	348137.2296	195822.4767	208807.0326	161714.8056	127664.3902	211381.9336	239736.8252	203429.6232	172353.2928	236404.9491	346838.3357	226381.0831	77707.0675	287874.749	122847.0868	178776.2124	248733.3765	167401.8827	87581.78303	100677.5382	132674.8119	229986.9624	162371.5186	141438.4482	137932.5123	158587.8358	152571.386	106088.3552	203657.899	167227.3151	153107.1075	146866.2846
HexCer-NS d34:1; [M-H]-@6.22	HexCer-NS d34:1; [M-H]-@6.22	698.5551	698.5601	6.22	30.71801863	11025.69911	10371.00669	5852.060367	6224.337068	12051.73509	10289.85325	9512.733801	3396.401726	5736.497287	18019.61341	7185.406765	17100.62368	11344.35042	8633.950879	14734.40604	10338.79904	4222.12713	17285.13698	12708.31919	6389.01575	12566.70772	14921.17109	8752.785474	13416.97976	13464.97598	5212.862095	7990.925825	8989.160527	14107.45632	7772.289125	8908.29906	12896.37853	11577.34821	13797.09341	10146.02421	16477.74413	10856.07543	6886.354325	7341.798955	24818.91916	13336.47556	11141.65081	9086.53246	11412.11642	8905.245474	4093.256581	13443.52918	21329.49999	5942.774665	5156.564909	6190.413583	5275.63451	11467.39882	15088.32354	8638.963312	12167.70955	11527.52472	20456.44639	8186.146238	8209.248462	12718.06289	8190.554097	14708.84622	9689.044898	7742.255704	5001.179381	4726.529521	7532.539012	21824.58548	6559.50848	10674.56048	11358.47252	8027.674054	7650.526718	10024.99824	14344.16114	7632.966254	5557.156438	7559.57436
HexCer-NS d36:1; [M+Hac-H]-@6.88	HexCer-NS d36:1; [M+Hac-H]-@6.88	786.6076	786.6126	6.88	27.47260806	18327.32873	6955.889598	11879.38654	13017.04709	9960.221924	11454.29291	6747.765772	10429.26734	7475.601261	6933.17115	12822.41442	20489.0996	11492.89924	12276.83894	10551.4831	20191.77875	16448.34501	11338.58047	24226.89353	9718.822677	18084.20579	10991.20204	20874.56203	15516.23603	18745.21839	3322.055839	9903.001196	9378.882381	10691.63423	8026.805782	22416.07147	9148.544441	14537.30274	15336.26702	7084.891719	18927.77252	14400.74517	17560.48594	26864.67166	6027.349989	10863.94236	18324.17248	13262.57235	14243.27157	9316.790985	10972.77199	33113.17721	19492.89976	10758.07117	16399.26151	9065.642177	6936.863606	14009.81589	15934.20399	15343.5172	5127.097622	12516.05502	25337.96752	18889.33641	13240.75461	24284.6785	16256.82268	11142.10052	13189.26066	17443.11247	7055.679283	5987.94964	8108.295932	24840.02086	13007.38988	5882.498461	11514.73587	11049.97984	10474.36856	8997.793062	14435.06676	14734.73968	8802.353807	18731.274
HexCer-NS d40:1; [M+Hac-H]-@7.94	HexCer-NS d40:1; [M+Hac-H]-@7.94	842.6702	842.6752	7.94	20.76093175	277299.5701	209726.5364	226316.9657	211424.3201	217535.419	245908.852	221729.5345	488974.5081	403628.191	384830.7242	316069.7493	536195.8165	370136.3348	365607.1138	495233.5873	413710.8904	301045.2173	520098.2631	535445.9963	374298.822	916263.4914	423043.5258	604730.4642	418296.9147	280030.8986	324065.3835	530427.9849	284762.2553	617204.4054	314268.6529	385981.2723	367750.0882	604253.8507	444073.8576	315438.7197	390471.0872	321038.9457	521937.6095	308170.3724	371957.0103	418871.7392	448852.6434	394675.0007	415348.8183	428251.3525	634593.8745	525315.475	958225.1904	453538.9165	358095.9836	318716.4258	158700.8045	583279.6238	423589.7469	350017.3452	216763.1618	373606.0966	656568.6774	571807.6527	179527.0914	545902.2701	304629.3335	260827.0959	437068.474	435288.9706	223752.081	311631.9143	254982.7121	454523.4401	487192.6236	409666.5527	349817.7189	380998.4477	361187.927	236211.0347	255878.94	231832.7847	246715.7757	324367.6795
HexCer-NS d41:1; [M+Hac-H]-@8.20	HexCer-NS d41:1; [M+Hac-H]-@8.20	856.6858	856.6908	8.2	18.36932532	142771.7841	153950.2997	147127.8804	132815.4634	148161.6538	162887.8524	116677.2351	243391.7669	212802.8566	175119.6224	149684.9692	386895.5069	207331.1896	217050.3098	367052.4658	289210.9302	212646.5306	259799.3378	304365.5716	269389.4351	424779.4083	189531.3013	324623.2653	233678.827	127398.2528	214687.329	278584.2247	161398.6259	381385.3697	174360.521	237236.4998	144416.2292	316563.2785	264838.4937	176617.4346	175493.1893	215996.8037	285942.2049	204234.0353	254516.1953	240259.6059	261494.176	256888.831	242338.5139	175513.2361	319835.8254	313979.9071	421894.439	297742.4458	209556.4365	194687.8332	101757.6513	351130.8294	192005.3613	257602.405	135044.1567	225325.0211	352067.8762	279578.3649	74624.04308	358892.1015	176870.1343	119844.073	279784.9552	320400.3676	127479.9246	168691.7622	154025.6458	328530.4694	316042.3376	221064.9358	239126.01	201345.1354	202099.9327	164644.9515	170579.5225	138841.7449	145813.6221	176353.5483
HexCer-NS d42:1; [M+Hac-H]-@8.44	HexCer-NS d42:1; [M+Hac-H]-@8.44	870.7015	870.7065	8.44	15.50669326	253951.6368	218230.8914	221699.1552	209793.9063	237350.685	188580.5763	221285.6256	417725.109	312292.4323	294585.6611	267877.3586	537339.784	330672.9483	329040.9176	758234.1177	495256.3798	391194.0242	474219.2099	472387.63	302432.5873	668523.5239	374850.0282	535909.4312	314617.3398	268905.3395	422978.9825	339459.4045	230800.8938	622065.2942	370973.415	318134.5589	246320.7613	460024.5282	312426.4647	306360.6847	331784.4486	318886.961	382619.381	269799.6971	389508.8386	507799.4437	435015.789	516664.1856	324904.5438	310984.8454	829452.8268	579774.8772	694361.9947	483090.8896	546435.1066	250819.9766	192175.5517	715514.5616	435039.6435	491236.1759	252693.0711	316272.1462	648190.9443	575158.5657	206777.8827	592938.6223	285370.5432	252206.2267	395109.4355	443288.7188	186117.7435	319848.7609	273687.5403	504195.8808	552294.9325	332636.8312	362664.6255	351078.0946	289263.9844	243347.4217	259655.8397	288786.2778	244440.6601	311654.7632
HexCer-NS d42:2; [M+Hac-H]-@7.95	HexCer-NS d42:2; [M+Hac-H]-@7.95	868.6858	868.6908	7.95	16.36612416	199538.869	153123.7489	189725.241	189592.7929	171153.087	217338.5957	194308.288	494191.1965	519902.6483	386600.9498	459182.8759	573987.0869	388832.1269	353948.1207	638263.5683	422031.7233	418247.3966	481482.9738	606821.9242	286730.7564	824252.2257	334418.055	601966.5463	516969.7231	271311.5916	301161.6125	399647.1173	314508.6355	705495.603	295965.5722	394521.2632	338201.5967	550525.984	539290.0932	535345.0471	389871.8392	267206.6855	448769.6381	285414.8738	458874.3003	428705.3677	458783.4386	419684.0243	477335.0154	413253.7347	497380.4645	481800.0696	722136.9795	373338.8954	365723.2419	228150.9667	173771.435	584767.0212	387402.6959	371294.6712	274597.2282	551894.3285	688781.8372	589030.0188	167348.0671	637652.1901	312213.2404	323748.4231	387531.7156	423778.3265	179631.5443	329839.2955	333238.9388	470173.8211	629235.953	274258.5335	354630.0322	340055.3885	332564.584	262765.0363	240526.1867	248621.8982	246613.8935	320631.8115
LPC 14:0; [M+Hac-H]-@1.09	LPC 14:0; [M+Hac-H]-@1.09	526.312	526.317	1.09	32.82029998	39058.36479	31229.23424	29760.30491	28244.1981	32074.13181	30808.33561	27032.48477	15633.51412	9071.502193	27745.08079	10146.02822	18567.83277	18675.52924	15366.65582	19499.40292	7278.621667	3231.017929	14551.89883	20485.73447	40846.6951	32037.96757	17976.44106	54367.78518	10219.20779	14222.17214	17537.18735	14877.87186	5753.951401	21744.7267	19554.03716	14415.29991	11651.85476	17602.44363	23271.8766	5171.219319	3426.630362	13105.38324	33333.17497	26155.68285	3677.002164	19426.23769	8845.057222	18024.02899	6651.762513	15046.9876	4263.992141	10153.33312	8469.07832	16843.5883	23205.37335	63024.5876	14240.64841	15489.43641	15536.86026	26192.0585	11903.84344	11460.02328	17013.23345	25149.2802	4544.759399	6414.322682	10544.12264	6912.369826	5366.923542	15755.93883	5685.494291	9118.699681	11333.66419	9743.898396	7688.93141	12108.00418	13156.45993	14057.20762	12543.11184	3449.251766	7829.07346	10103.15252	10782.92038	11683.00403
LPC 15:0; [M+Hac-H]-@1.33	LPC 15:0; [M+Hac-H]-@1.33	540.3277	540.3327	1.33	31.73420763	19529.22246	17278.46642	42922.51183	25007.48002	21837.06606	21385.42626	24274.09524	24434.88861	19519.02503	28609.89018	17147.83916	29045.04544	35045.87592	25653.12417	42597.10624	50129.75132	17760.8009	31432.77034	39571.66902	52839.02166	64773.55983	22077.65872	63881.05464	18646.33749	36338.20966	42211.72662	22349.99986	21549.75253	30083.33566	34309.42141	22765.37	29202.33721	25424.16759	44155.34279	15788.33646	12719.43187	29538.17631	30959.14826	28774.41021	19416.71668	35134.91571	18938.53095	22554.47579	14947.098	16519.10594	19653.42581	35617.77205	23323.19571	41353.579	38833.13571	54408.01654	20661.07632	36650.04624	20540.95538	31466.75595	22883.33297	24911.9744	12155.53706	23042.68315	21347.71059	8962.928424	12521.69795	12902.34776	10299.12356	22604.00163	20747.00739	26294.68682	30491.25307	17392.85644	15159.04221	34593.42501	11595.71467	24822.0835	14958.8667	13670.49906	14616.69945	26249.94936	17041.29985	13911.34762
LPC 16:0; [M+FA-H]-@1.64	LPC 16:0; [M+FA-H]-@1.64	540.3276	540.3326	1.64	31.73714868	16181.22486	17342.96053	42978.24032	27036.96668	21902.20136	21990.50052	24355.83747	24408.25964	19459.52074	28561.52129	17255.43357	29163.95404	34901.85813	25718.1162	42794.23537	50113.46502	17829.6609	31471.7776	39660.46697	53041.20443	64937.67528	21903.70632	63705.73552	18701.76344	36369.11529	42482.18547	22340.04764	21477.69584	30199.49145	34322.15612	22870.32248	29175.89968	25218.24363	44323.98046	15677.63577	12732.90847	29550.43071	30939.92623	28747.77145	19461.37946	35018.50842	19060.30362	22477.75226	14962.48788	16520.61453	19710.76135	37117.22034	23353.16535	41206.87094	39236.02262	54138.17077	20719.51352	36896.05559	20579.717	18716.65798	22812.32595	25075.93407	12246.8177	29324.9271	21463.37628	8897.785765	12498.3814	12924.43528	10535.02569	22707.39562	20592.95868	26136.76965	18697.86871	17414.46051	15078.09534	34657.27559	11645.86841	24793.80146	15055.40936	13638.399	14687.73247	26367.78317	17159.29602	13848.9232
LPC 16:0; [M+Hac-H]-@1.60	LPC 16:0; [M+Hac-H]-@1.60	554.3433	554.3483	1.6	8.997346716	3852679.63	3617602.45	3539408.299	3625159.48	3703057.534	3605909.749	3574458.614	5972446.329	2868599.145	6281410.745	2686800.399	5537390.926	4092573.738	5614824.976	5742147.96	6666103.624	2186873.343	4535627.479	7721542.317	5981991.571	4761867.125	4162932.43	7835540.078	5101747.381	4733391.356	8528214.634	3917889.654	3238189.282	4692028.511	4408346.709	4712040.353	4840419.683	5835608.848	5381078.802	3440345.783	2849190.381	4125166.726	6839035.892	4983527.391	3461754.156	7346046.371	5540882.941	5660812.807	3763870.473	4447465.498	3449577.794	3822991.036	4755625.808	7529703.065	4226589.101	9747764.395	3168964.373	5718231.751	4679380.494	5222773.005	3992582.288	3921568.516	2854931.685	5667935.7	5628243.639	2622939.333	3264184.535	3031178.707	3109041.476	4223668.875	2596504.172	5579936.43	3236566.941	4569913.507	1995467.418	4696130.877	3669346.512	3683400.834	3453834.919	2858186.427	3204658.962	3307531.753	2976915.426	3257254.851
