	compound_name	Ion	RT	mean.RSD%	20190913_S00041674	20190913_S00041675	20190913_S00041676	20190913_S00041677	20190913_S00041678	20190913_S00041679	20190913_S00041680	20190913_S00041681	20190913_S00041682	20190913_S00041683	20190913_S00041684	20190913_S00041685	20190913_S00041686	20190913_S00041687	20190913_S00041688	20190913_S00041689	20190913_S00041690	20190913_S00041691	20190913_S00041692	20190913_S00041693	20190913_S00041694	20190913_S00041695	20190913_S00041696	20190913_S00041697	20190913_S00041698	20190913_S00041699	20190913_S00041700	20190913_S00041701	20190913_S00041702	20190913_S00041703	20190913_S00041704	20190913_S00041705	20190913_S00041706	20190913_S00041707	20190913_S00041708	20190913_S00041709	20190913_S00041710	20190913_S00041711	20190913_S00041712	20190913_S00041713	20190913_S00041714	20190913_S00041715	20190913_S00041716	20190913_S00041717	20190913_S00041718	20190913_S00041719	20190913_S00041720	20190913_S00041721	20190913_S00041722	20190913_S00041723	20190913_S00041724	20190913_S00041725	20190913_S00041726	20190913_S00041727	20190913_S00041728	20190913_S00041729	20190913_S00041730	20190913_S00041731	20190913_S00041732	20190913_S00041733	20190913_S00041734	20190913_S00041735	20190913_S00041736	20190913_S00041737	20190913_CS00000001-1	20190913_CS00000001-2	20190913_CS00000001-3	20190913_CS00000001-5	20190913_CS00000001-6	20190913_CS00000001-7	20190913_CS00000001-8	20190913_CS00000001-4	20190913_CS00000004-1	20190913_CS00000004-2	20190913_CS00000004-3	20190913_CS00000004-4	20190913_CS00000004-5	20190913_CS00000004-6	20190913_CS00000004-7
383	LPC 20:0		3.54	13.09242487	33890.88929	16991.88979	22035.67874	19476.73768	20227.01316	32680.19776	42802.33731	93931.60468	57012.7776	29925.7862	78052.16057	44033.97338	46068.19365	81567.71603	34595.07359	85547.08	33634.71606	18169.14499	106615.4402	35642.73075	33198.58937	69937.36396	32894.64901	40452.09943	17015.60113	28466.4988	21241.09779	29039.12761	11149.12619	24470.75879	27904.49454	24048.59381	12287.07562	67317.2591	56595.14815	92399.70342	20461.29446	43063.10408	204409.4757	26556.99672	102854.7666	74870.31918	44571.39263	64717.7829	16098.72513	43097.62326	44021.30018	18295.92878	33904.77688	55436.71874	39611.46341	68368.66732	29678.8776	10743.88956	16774.58975	10755.97489	9231.491434	36590.99728	15109.1361	32731.54248	11684.59774	17728.94052	32054.91528	66888.47366	34084.18719	27555.60627	34159.17566	42942.67338	33026.87277	30255.41519	33978.61366	33368.69286	27899.4773	28551.24662	26057.65366	26581.33502	25971.80772	27572.35609	26088.40498
384	LPC 22:0		4.5	37.70367781	7444.200158	7551.398461	2349.287839	6694.995207	5607.077358	5889.989115	9402.03365	21854.67003	19629.53779	5033.96693	23202.93777	14812.82175	11183.87515	28173.0847	8004.838266	23063.60536	13590.86871	5299.609496	25035.27617	6710.17168	8464.023567	20212.70791	8038.288715	13183.14647	4605.183386	12157.21366	6657.035714	5867.236465	2446.929507	5074.475789	11913.91062	7018.629206	2815.500583	19397.80967	9147.333752	18338.42905	6572.785783	14828.03694	65728.46527	7733.073047	22985.39061	17366.18135	17089.47396	14723.00126	3954.424917	9848.300146	16915.54394	5702.993997	6630.065492	11360.56227	13130.61508	23051.68269	4414.000996	7377.562686	7380.028508	4515.885571	3010.435245	8474.380609	5902.745389	5959.24245	4119.285626	5056.063149	12760.56147	23997.60944	12841.90761	7023.87421	11995.57544	12284.3802	12133.56643	21610.45497	19689.6307	8629.678918	4798.074474	10471.91228	6795.431757	7440.717694	12273.03803	6357.836334	6502.395671
385	LPC 22:6		1.33	9.771217991	338587.5199	380394.1968	270074.2519	211265.4232	262984.841	398678.925	829371.5154	1509976.808	1212679.215	264393.6746	462198.8692	723377.5746	507035.1445	523378.8451	358329.5597	773232.4093	701030.0859	170041.0272	1698993.101	172025.484	338925.7795	796599.3075	311449.7769	681112.6743	252256.5375	311980.0407	407069.5515	273220.3213	36946.51014	151063.2614	317401.8924	129172.2926	212283.7094	841857.5896	331708.6694	647099.5864	185151.0891	403526.7623	2497857.283	179055.7078	434273.4463	739509.1626	312610.9155	852711.1766	139979.0362	397769.2944	691912.2782	170472.8638	303985.3147	478629.9558	245114.6206	819552.8339	502068.1294	65718.96157	110079.4573	206189.2214	87209.40185	448793.545	225346.0546	744713.8167	202283.5968	278195.3826	363263.6993	443869.4502	354665.3296	381086.8877	379260.7487	427955.4325	360038.7803	410659.3345	393216.6547	308484.6517	221041.5838	186523.1239	209065.1475	218791.1237	174548.7168	205543.702	218524.7509
386	LPC 24:0		5.4	10.35843294	15947.09637	8353.0628	11058.40937	9688.88843	10678.32211	10959.07459	31555.83757	34511.78327	24317.61495	17702.36736	32819.84441	22300.48847	40372.14484	62212.4279	15391.02165	30360.2849	28872.23204	11566.30273	46607.67297	21074.94894	16203.92693	58307.54164	20556.50921	15224.09223	4283.7603	15484.06559	9389.596316	10542.91484	3235.783911	9680.745249	19686.36273	13888.03719	5403.659992	25895.26182	21546.32584	41208.83164	13543.35521	25680.06912	104644.4956	17169.81939	41805.15546	22369.95646	28167.18266	18678.06504	8255.11295	19948.11572	30553.85765	9806.06469	23450.92434	31005.97616	33606.36918	29282.18238	15572.42708	5331.369326	9689.797387	3632.00585	4825.491714	18437.76137	8487.61264	14909.20682	7844.35494	5036.489262	44116.00802	32511.40385	18254.40612	15778.11905	19357.74748	15269.53773	14106.95459	17124.31824	16746.23588	18198.34499	7772.079074	10437.60454	10432.03845	11534.90584	12714.2442	10349.04465	9481.630442
387	PC 20:0e	 [M+H]+	3.53	13.09242487	33890.88929	16991.88979	22035.67874	19476.73768	20227.01316	32680.19776	42802.33731	93931.60468	57012.7776	29925.7862	78052.16057	44033.97338	46068.19365	81567.71603	34595.07359	85547.08	33634.71606	18169.14499	106615.4402	35642.73075	33198.58937	69937.36396	32894.64901	40452.09943	17015.60113	28466.4988	21241.09779	29039.12761	11149.12619	24470.75879	27904.49454	24048.59381	12287.07562	67317.2591	56595.14815	92399.70342	20461.29446	43063.10408	204409.4757	26556.99672	102854.7666	74870.31918	44571.39263	64717.7829	16098.72513	43097.62326	44021.30018	18295.92878	33904.77688	55436.71874	39611.46341	68368.66732	29678.8776	10743.88956	16774.58975	10755.97489	9231.491434	36590.99728	15109.1361	32731.54248	11684.59774	17728.94052	32054.91528	66888.47366	34084.18719	27555.60627	34159.17566	42942.67338	33026.87277	30255.41519	33978.61366	33368.69286	27899.4773	28551.24662	26057.65366	26581.33502	25971.80772	27572.35609	26088.40498
388	PC 23:1	 [M+H]+	2.42	34.86690485	2091.962623	3494.753044	1810.84262	2744.553549	3845.437288	2747.575622	4829.798826	4343.619628	3146.59818	6977.417448	4955.00721	4069.159787	4030.473728	9504.331984	2077.636334	7883.197711	3865.775045	1034.692655	737.9853413	2160.190856	8094.808625	3946.543641	104017.1344	6405.255607	2243.756617	2036.571595	3686.195581	4357.604957	568.4397848	2152.541697	3606.271268	85757.91237	10640.41371	4058.564556	15808.35956	8896.446815	32967.2562	104921.1354	4000.197629	83922.94161	7081.811799	17569.05855	143298.1467	4153.948994	1351.712947	4690.309109	4393.799185	2375.035465	27625.97275	7379.245147	7538.329392	4775.7909	7112.391306	1364.6199	2852.153493	14183.39687	1266.218997	5389.227577	3044.084191	5297.072336	2501.002599	4569.286643	5749.17522	8939.447019	4044.258238	5953.027688	6590.398605	4005.863877	5042.574965	10785.861	7623.001283	6585.464387	1389.601565	1576.284692	1217.807097	993.4395767	1890.298609	1234.682329	1413.774331
389	PC 24:0e	 [M+H]+	5.4	10.35843294	15947.09637	8353.0628	11058.40937	9688.88843	10678.32211	10959.07459	31555.83757	34511.78327	24317.61495	17702.36736	32819.84441	22300.48847	40372.14484	62212.4279	15391.02165	30360.2849	28872.23204	11566.30273	46607.67297	21074.94894	16203.92693	58307.54164	20556.50921	15224.09223	4283.7603	15484.06559	9389.596316	10542.91484	3235.783911	9680.745249	19686.36273	13888.03719	5403.659992	25895.26182	21546.32584	41208.83164	13543.35521	25680.06912	104644.4956	17169.81939	41805.15546	22369.95646	28167.18266	18678.06504	8255.11295	19948.11572	30553.85765	9806.06469	23450.92434	31005.97616	33606.36918	29282.18238	15572.42708	5331.369326	9689.797387	3632.00585	4825.491714	18437.76137	8487.61264	14909.20682	7844.35494	5036.489262	44116.00802	32511.40385	18254.40612	15778.11905	19357.74748	15269.53773	14106.95459	17124.31824	16746.23588	18198.34499	7772.079074	10437.60454	10432.03845	11534.90584	12714.2442	10349.04465	9481.630442
390	PC 25:1	 [M+H]+	3.19	29.46123216	311.220746	1012.468838	573.6894488	373.4383096	864.5221025	730.1635436	3176.94823	2393.610538	2832.254614	4640.069253	2769.807728	1294.597946	1977.160528	8891.073007	594.4714672	1819.701302	2062.480204	2854.555097	3084.858029	2127.071462	2197.806467	3534.598169	12817.68736	2014.860822	2122.809259	1758.478432	3407.151722	1698.156449	1222.375353	1042.886957	1774.343671	14043.16649	1531.180359	5574.219693	7650.089886	2809.681176	7420.327159	15138.79114	44897.52915	24227.5641	4646.210908	2646.841562	26037.6494	1550.542643	967.3079327	1238.903071	3716.785529	565.8196778	10995.76681	4742.785876	581.1991194	2050.408453	963.4020993	1322.445385	1690.603593	3779.253424	782.232866	2054.976938	697.4127215	1123.144039	1070.124663	1065.880887	1905.346701	1980.751166	2613.433696	2723.958229	2373.359728	3323.646273	2429.618279	2515.005694	4952.42397	2575.139435	157.4823933	909.3398182	1201.250183	1374.046245	1835.473803	625.9437902	618.9381607
391	PC 28:0	 [M+H]+	5.48	7.185815462	20576.30209	22108.92447	32495.34012	39192.74536	32191.69554	77089.33423	81595.61335	168875.076	58308.05827	12327.25628	275269.3197	145917.3041	140746.5116	1003320.374	106434.4178	176379.2505	46329.28768	110274.4796	142467.9586	101112.1273	54116.79551	502073.2359	218992.0657	55919.21836	27195.01235	63404.29186	41861.24051	26967.65059	10056.91073	81433.06345	107678.7788	188748.5808	14508.77888	494019.7606	104663.247	611225.4691	36795.30175	83134.66851	2873614.543	126297.5837	99360.15609	221214.4392	192071.061	171215.4872	21781.13318	85638.47494	161390.8956	54001.97343	70860.6714	224318.2561	150030.4249	191104.0474	12523.04149	30728.99347	39129.61427	23251.20693	9982.003834	169789.9517	12604.39808	34996.47543	25153.2737	17324.12583	164441.4164	131962.635	119259.5245	116226.8605	120038.2427	136969.0846	138428.561	129049.8844	139252.9927	130983.0885	19763.85177	19803.16836	20386.97094	16228.4132	24556.24208	17573.92377	19212.34675
392	PC 31:1	 [M+H]+	6.02	16.32380667	18331.03527	32270.63377	28332.02306	40187.23925	20434.41026	63984.97761	38399.6092	107247.0707	55450.71813	16161.44238	42439.1265	28591.52112	60944.68491	148950.0406	59443.75711	114129.0691	33412.90809	27306.32941	110994.8291	29261.84041	32744.78009	206974.7213	73143.74746	56578.74005	18201.61164	20995.1981	29934.70736	48735.64102	8065.039303	12241.48763	22531.01239	29532.13897	18407.3976	86041.15417	59816.23847	57518.72055	20724.44501	78999.95446	101939.5247	47206.35853	87655.86104	69349.76109	80571.56673	81608.63225	29822.4862	76097.72799	82411.492	34264.04279	59049.39989	138059.508	83260.41184	129239.7859	13584.79347	23761.61951	19130.78804	24715.05063	19783.42601	137436.6177	20203.78529	24244.14296	28774.81294	26015.82819	34294.9272	82734.44843	52185.79878	47124.02703	60196.77014	64578.25984	54318.43876	61408.77205	78423.66972	54005.0327	12930.20437	8039.13244	10158.26454	14594.70626	9456.915689	8460.12266	5588.179688
393	PC 32:3	 [M+Hac-H]-	5.18	17.37037281	8207.888892	5899.117042	3487.610581	6773.444772	24366.99618	12914.02708	7505.809002	4813.115725	3735.419772	4745.793617	8446.098842	6824.190106	11437.98028	43477.16895	9325.074069	9587.630897	8538.172858	14373.79842	7234.193543	24243.73524	8303.317984	11693.12805	6711.80775	9211.62853	4722.175418	5708.575287	5252.357306	3762.342334	3827.761031	10960.50218	8696.400479	23885.82275	4464.153037	4355.31338	8216.181729	12100.66715	9447.984608	8248.827635	12250.20549	32462.60755	7485.031283	19728.64685	49432.29106	6750.542826	10671.49991	8900.996671	9056.332374	9213.529937	9519.817312	11056.03531	8806.727686	14310.78263	7294.203511	4192.861809	4029.821379	1597.324642	4849.234857	7370.350419	4890.804021	6998.644739	4137.841665	3731.485996	6119.359186	11130.45784	15457.79174	12489.88986	13199.98425	13930.1034	10010.41857	14323.01388	18498.9711	13973.45153	11089.99264	12258.77674	15241.43549	16301.96874	13253.87078	10167.40218	15456.70485
394	PC 33:0e	 [M+H]+	7.63	26.5961429	10122.6436	9900.003273	10316.00383	8560.20719	8144.624529	13193.95478	45578.3666	34218.99063	21003.5636	13932.04841	19200.78951	11073.42206	27078.27202	27890.9103	8680.957603	33241.89465	11047.61292	5583.050124	12151.76919	17870.26416	15597.0174	12271.80838	9382.441313	17992.54552	7961.06964	10022.74159	16312.72131	12201.64904	4029.338931	7743.354137	8467.45645	9940.440675	12085.92005	14249.56617	12102.86294	14266.81025	19104.84902	20615.72033	14001.11399	9742.362434	28765.76669	23684.71102	11970.16405	12732.58321	7774.542993	16046.11798	24541.63703	6323.270104	15994.72023	16861.09376	16018.30555	14469.77344	8733.618994	9056.139617	9045.066217	15902.46026	7082.411873	11762.59003	9600.644127	11424.17454	5886.185811	18588.88782	2028.597502	11908.18157	13207.44322	16674.0352	16562.13502	12245.63418	10088.7811	17767.18876	16689.64144	24008.09819	3413.94867	4690.082827	4201.01071	5948.321282	6454.487054	6983.5467	6903.461195
395	PC 34:1	 [M+Hac-H]-	6.67	9.209363225	2827616.137	4532137.032	2549916.584	3675820.413	2361209.617	4157558.129	4968874.434	4706881.041	4113144.862	3899883.551	3189065.289	3363578.2	3049518.215	4157955.774	3409339.268	3942369.907	3667421.16	3122190.842	4677144.487	2994749.535	3705003.499	5616858.012	5372952.531	4992659.907	2562368.003	2950191.331	3626850.331	4077003.073	2055774.992	2217486.709	2205087.533	3052414.202	2986243.022	4576536.179	3352760.112	5907926.65	3873739.688	4685450.048	5765796.592	3661728.28	4204105.077	3151481.379	4266288.51	3479980.452	3023701.128	4422687.906	4438955.167	2975482.716	4626104.009	4559535.446	5687107.115	5906122.778	3854896.387	3192598.025	4954775.523	4902968.138	3771043.725	6179717.103	2850452.877	4076160.289	3583392.74	3354922.957	7137908.068	5330027.636	6094415.249	5705171.527	6865719.092	5644267.693	6740787.413	6582505.125	7372596.732	6543959.238	2747422.873	2557816.327	2558776.444	2584681.434	2443816.395	2526291.834	2702563.931
396	Unknown PC 34:1; [M+H]+@3.15	 [M+H]+	3.15	32.2103235	2629.171387	11901.01634	3201.294974	4812.427236	9506.6745	11955.1377	32555.85721	25280.91382	13153.08216	7810.840306	14492.05477	5478.035505	15072.60773	27141.37222	8714.293155	16663.69015	13590.57872	7432.269203	19575.34494	6892.485279	11604.58334	39302.39388	11370.71685	6793.481818	5752.048157	6551.034008	8026.283525	7640.850978	1681.326554	5827.1016	6213.294997	5293.111214	5009.367524	2686.488074	13416.72015	31106.25521	8112.210654	10359.63891	23730.08005	2802.391397	33032.38131	9653.149048	7922.991072	4196.422278	4334.131893	14764.04896	12675.53843	5293.725442	6407.888982	11389.18817	12132.87167	16082.45459	11725.17765	4845.745633	5601.296768	5100.341025	3994.178082	9975.125273	13101.27066	7078.291348	8291.538689	7516.29473	17340.43009	23641.31127	8069.732212	10459.59227	8586.116299	8142.276989	8367.873503	17979.0439	13613.10141	11578.38319	263.828722	671.6395306	1340.494396	3133.886408	954.9136965	1021.438369	3442.550715
397	PC 35:2e	 [M+H]+	8.4	40.61793784	10049.04504	12289.33873	9904.696334	9256.370221	12583.15764	15651.76708	42337.61518	49556.41569	23293.99369	13579.51688	23116.87054	8339.474781	19222.17789	32657.85142	13433.7685	40725.45747	13690.39803	10486.33248	22592.14223	23778.64006	31361.16183	32058.50552	21329.36603	26961.28336	11052.47369	19895.35937	16407.7779	22154.59794	6358.566861	11219.83186	11054.88056	21890.75907	11914.20328	37375.90459	28288.8736	37823.91975	14770.11518	16371.4731	58111.94221	10701.17701	26927.19861	40836.91924	17918.33218	17000.68235	14573.97712	28103.86114	24209.58082	14213.92495	18144.62367	17348.68369	29927.41489	26914.19753	15954.31376	7486.797282	15419.66179	10172.86118	11608.4927	21255.94932	10582.70488	20918.98786	9978.036869	14006.29175	29416.79089	50798.46967	13656.74701	24604.02603	18333.18435	16958.9984	20652.47344	20852.8402	43849.34051	22292.91504	6698.870633	4294.017739	5173.945252	5434.564836	7487.612821	4591.606051	4090.146256
398	PC 36:5	 [M+Hac-H]-	5.69	10.40446122	152542.019	175919.1531	136375.1884	440668.5954	102952.2736	238711.2056	282132.335	332433.2886	296158.1394	244876.4873	171731.4955	174519.7806	247571.0842	314663.4124	140110.5943	217212.0415	480357.0082	62451.44387	310753.4328	129791.8545	136028.9419	241165.9965	213444.7574	401122.6937	143371.4128	152738.3682	179015.0969	143917.6348	65262.74337	114050.945	156699.7918	159691.8151	177270.0732	197606.4876	146252.0806	290446.5777	193947.2395	164032.4579	456066.8754	175411.9688	148006.595	343241.5887	204787.9058	356264.1435	192685.2611	195433.1768	551292.2605	173743.421	167740.7498	246669.822	261382.5934	386215.5801	177990.0975	92363.75438	232882.935	286327.2101	163963.7363	364921.3851	194934.751	372297.0459	325773.7638	152441.7318	534229.2638	322687.1935	379829.0996	375323.3566	390231.3675	338354.5031	452208.9558	390404.863	450606.0408	445470.17	446703.5479	375207.0385	431421.3068	380773.0104	408215.5899	371222.3081	328311.4112
399	PC 37:5e	 [M+H]+	6.98	20.28993343	83555.97663	39069.42329	43021.16154	35253.97085	93522.57613	70641.44569	73125.36159	166979.4483	61839.1872	51790.75655	49217.69652	77786.21362	138989.8434	197763.5701	46587.38428	96169.16508	66554.15121	32371.7168	83215.50986	30747.37467	101880.6589	56188.12739	46167.23498	69867.48702	21766.17698	50283.05273	30005.13465	49111.02213	18420.77148	45733.2559	61261.00191	35140.75322	48834.67434	127122.1933	49591.8248	36006.54352	60503.45403	51881.74582	50938.83113	27032.43438	60200.12554	76567.9796	65124.23487	85132.34164	49711.89879	64906.94627	90285.62967	42901.38122	49709.11316	56114.08966	89527.78806	96237.97253	48761.38355	50163.38462	41049.33195	56229.6563	35356.13417	76565.60658	48113.81369	74644.97192	42164.89633	44908.61472	83191.61423	65186.86452	76066.20595	129180.0097	82103.40578	100376.8661	82289.76042	102089.193	105763.4558	72683.18342	51391.94488	35792.86946	88260.68973	63763.79361	36567.74204	54145.6603	45792.14382
400	PC 37:6	 [M+Hac-H]-	5.84	12.14934605	32960.39832	26534.51187	22572.50631	52546.88856	19756.50407	25902.78475	42778.68398	41376.72059	42907.71829	71145.85036	34958.95958	24762.05223	37883.29872	28639.54226	37500.53175	31884.81781	45982.62295	21701.17291	57144.94801	20420.51902	32232.36881	51497.34315	49802.46386	50020.53525	18441.69637	23382.48572	24300.12352	32477.42679	13695.84475	26662.99187	22034.39639	59695.65676	14682.81212	23030.12303	25350.45358	40318.32822	34609.13369	59716.69146	53610.01024	38020.50644	17491.55879	25720.90264	59661.55161	22492.39075	45311.28113	39332.70666	51407.25634	22235.63441	65490.78474	31966.67203	39527.78453	32888.39169	53357.86148	23815.53396	29099.73566	52303.19009	14346.34624	29570.61444	24415.4219	60344.22486	28329.23624	23337.85314	71927.41232	28891.28845	56810.95248	47065.28686	41402.49161	49058.52815	61022.12508	55564.54221	51759.07689	48363.50918	29115.67153	26604.02588	33294.24505	26477.76583	24762.69829	26007.98254	15888.3181
401	PC 38:2e	 [M+H]+	8.26	9.43877204	86592.93565	69799.72904	75945.68159	67797.16455	53982.043	54899.48892	152389.4235	305394.416	124281.8576	108381.1309	169318.5949	58558.50101	143767.7788	201576.0102	53361.26899	198902.8445	81245.50093	60954.41384	112883.3917	96353.32285	158380.5717	184192.0603	91463.78223	91490.41309	48314.05667	110342.9173	104807.9185	105282.5886	29451.00923	79683.96895	57330.51493	54728.87216	51441.20152	153105.5059	100411.5598	110500.0435	75617.76395	106835.4967	274338.4323	53443.0992	154178.8735	179429.6595	96790.69294	111953.5442	77401.3583	175239.2525	112416.3628	47690.69412	97129.44343	81693.09343	169704.2318	137521.027	80724.28456	51407.59527	57159.57339	82442.83667	61010.98894	128810.2789	47124.27864	69128.16521	65856.29124	83214.94042	170934.1378	231752.4814	111626.7714	120165.7757	132478.5009	106721.6743	119920.3975	143476.1406	120876.0621	119686.4072	25090.78785	25529.63139	25975.26323	28358.08707	22741.53057	21696.47972	25947.20043
402	PC 38:5	 [M+H]+	6.6	12.34433919	4790116.738	5729071.765	3277953.666	5827789.572	5265210.74	6520175.21	9077092.476	7444502.191	5478446.519	2802280.213	4192289.959	5176386.405	5535190.785	7302568.761	4495998.102	5135984.655	4083249.415	2813731.371	7282052.67	2603255.147	3586320.059	5389395.472	4848070.837	6067980.44	2262519.906	3054129.42	4467899.202	4586890.128	2314599.878	3385711.816	5773227.681	3205570.538	4324046.589	6449129.347	3301495.998	4526470.812	3588246.702	3746268.196	5069029.635	3793258.096	3680744.564	3665722.522	5385121.169	7115345.388	4854568.858	4324228.39	6185283.728	5383962.021	4159690.591	4829661.766	4873459.8	6365549.696	6142335.173	3438418.208	3631804.028	3154832.641	3047645.762	5807486.604	3170145.815	7279611.643	4728177.345	4049390.822	8453244.97	6587480.408	5933327.329	5071028.582	6496801.437	5796296.926	7260001.748	5797428.407	5503785.406	5117745.829	5272178.508	5404449.842	5627811.75	5610683.722	5449381.999	5657303.205	5598313.317
403	Unknown PC 38:5; [M+H]+@5.19	 [M+H]+	5.19	23.2303864	20887.40427	17442.73308	18338.01387	22316.0288	15128.59064	36155.27967	30013.92573	79846.35575	9642.355164	251715.9175	60279.72225	13061.83125	57102.05546	58191.59154	32881.07813	42244.7693	59394.95088	14367.39332	257380.7863	14247.69439	111200.3286	71221.12812	172730.8936	24576.29128	12596.97904	17749.45561	34100.8337	118603.372	7860.597774	19232.76384	35279.00536	106240.6662	70556.60482	342771.0617	245259.9331	298708.9095	115588.1119	170644.0216	334675.9614	123979.4827	78668.35867	191727.9168	129641.9152	64926.38505	7989.829085	16465.64749	21413.92371	33278.89707	159480.0404	81005.40834	15677.69414	52175.33454	130321.6017	13841.54982	6643.375314	105003.6901	14880.31584	112715.8018	4544.982383	26081.67154	11098.03605	32015.01299	53960.30143	50320.78787	71035.58553	64261.32024	91581.51631	55010.19374	89389.88112	87896.57686	114265.8838	72519.70144	6991.978525	10438.11582	8677.549176	6838.107179	9078.549548	13532.01155	7491.677066
404	PC 38:5e	 [M+H]+	6.98	15.67226206	1282140.719	993909.4027	832836.8451	760570.365	1374737.982	1095471.945	1743469.448	1681069.419	1015354.409	879869.071	1194686.897	1006083.459	963964.587	1922421.517	747273.6978	2462873.599	1209024.154	613785.3012	1479359.719	770195.3158	845450.9003	1143675.394	334331.0181	837474.2161	589329.3249	807528.5799	1015635.276	1229547.808	513552.3474	558935.0282	1081872.409	536902.6626	835049.7561	1150858.917	524369.6489	729583.5373	546728.5884	860883.7856	1606733.179	392093.0978	1325522.811	1159326.295	832925.349	1547179.085	1064390.459	1080423.392	654387.9683	888508.5041	577445.1201	954397.1761	950350.763	1030550.732	688446.6577	680626.0293	1029962.666	682528.8672	798091.4672	1176872.883	789855.7118	1467462.076	744035.1428	1222375.771	1212272.014	1663903.246	1071847.723	1064874.132	1038439.109	1251067.387	1349583.35	1097475.056	1555612.206	1056435.565	602259.0258	586947.971	582836.2622	599943.7876	611038.6037	751753.6993	567220.9341
405	Unknown PC 38:5e; [M+H]+@7.43	 [M+H]+	7.43	32.60367019	594259.1747	23474.19396	648483.5015	548524.624	519244.2228	840986.468	1240447.483	1216447.479	1138779.731	252406.9876	355783.1972	797011.4322	796339.9767	144308.9689	686313.8472	1891979.471	784096.3436	487440.947	1250206.484	632125.0951	504827.8942	1492749.753	246574.8231	627755.028	428022.5001	669035.4358	762620.451	820177.603	250617.892	379248.134	621171.1289	434575.3976	423608.1758	1170291.307	374090.0481	276362.8762	310148.0474	989718.4153	2299040.557	131001.402	1123805.938	1072580.547	636831.5194	1249953.864	566926.2943	1082304.918	383537.4941	537510.8391	304868.6479	819940.3265	558417.2079	495570.7873	329734.1977	31656.72685	750581.0327	259549.2507	443231.5132	997833.988	167696.2297	967722.0154	445682.482	723066.4402	858363.3677	1382483.738	348482.6098	427109.6553	377789.8036	424388.7795	474800.9969	482446.5705	853592.9804	600805.9792	195747.6685	163943.5117	195340.9713	185850.9364	223738.9808	328790.7715	164240.5529
406	PC 38:8e	 [M+H]+	6.22	31.00232537	7449.17679	1951.526846	7484.595708	14670.16108	14543.09774	13991.20897	9047.436203	37058.52695	13618.62884	13105.33962	10497.04841	19527.18262	10745.75708	18847.0938	5967.56948	13719.50244	9932.972281	2975.492606	16357.79885	7612.916269	12412.52382	18594.84227	7651.092894	12046.2404	3484.089007	7203.527205	4199.778418	6468.4498	3529.235672	3300.719873	8496.147181	3911.445634	3839.954416	7131.516756	14476.71016	9309.078427	5224.849404	7351.237528	12741.92118	5732.795501	15703.3619	11929.49224	7300.467006	8968.493987	3253.23865	5931.758155	7110.060414	5931.336516	5557.033059	13619.36893	13608.05972	15087.07877	5235.02346	4669.180354	2691.53193	15771.99114	2099.968075	10998.97781	6606.916727	17665.18437	5825.361104	7632.818216	21333.82803	10380.44757	8557.451586	12050.77263	5320.684918	14383.3034	7886.220482	13976.29601	10424.32182	14092.40801	4969.416721	1707.726482	3867.236289	2720.869859	4958.793069	3344.534697	3656.082024
407	PC 40:4	 [M+Hac-H]-	7.31	9.598218597	125441.4092	122826.0467	76353.1387	67820.13315	79331.3825	149673.1548	154020.8085	254103.1178	142786.7605	92338.68538	120687.378	158680.6138	152798.1722	212099.5154	119623.0458	177517.6374	64649.72358	65397.68118	175726.9465	68755.09593	118678.7322	188412.6956	156066.1083	192756.1994	46597.22803	81212.66805	77784.8034	163267.0465	57093.68235	92739.90348	218002.5381	89540.88928	57181.14974	261407.3699	117033.0164	188069.3724	103319.6044	105344.1683	192999.8638	79836.92061	139960.7089	110456.2526	127814.1418	153606.4361	134536.702	141157.3335	124580.9595	105249.3346	100588.2438	177629.9409	214483.8306	194400.93	116722.3506	61173.75457	125399.2252	111507.4265	79358.69858	197823.5938	60279.97344	146316.6219	84395.46823	89834.03676	321819.1012	244165.5396	165536.4853	162524.9474	144592.5168	140041.1085	162629.7592	136960.0182	136917.8779	173272.6015	72038.85115	86031.78958	106041.3025	98583.32837	99748.29941	88940.91181	71749.45887
408	PC 40:4e	 [M+H]+	8.04	12.35736534	331248.5809	365426.1015	326914.075	193156.0211	299657.7698	253114.3137	568039.6274	774254.1132	458711.9068	468821.5065	617077.5547	299831.2376	699938.5781	707492.1885	287254.8939	802011.005	337383.1104	182808.3373	370620.6946	233239.4809	352687.1027	493228.4283	248694.2799	485067.6875	140663.995	347776.4282	296799.8778	306893.6535	132634.8583	162410.3552	318126.9247	190002.6395	302511.7078	525389.6971	403053.6639	423884.0604	298088.5244	287468.4522	767784.8001	159005.0408	491406.8584	465354.6102	245657.6345	504903.7551	304646.5453	489568.3319	397188.9015	253906.1041	254416.1324	303084.5408	426051.6698	402841.4452	290811.467	201465.8052	205497.8682	320551.8166	237695.4179	492490.1693	184869.0284	307888.6337	180395.6179	299028.7666	576618.9085	760843.8681	448318.0475	460520.7976	373364.3883	370874.28	407384.3849	360043.4228	463806.7094	336008.5713	98171.99809	133818.5602	137667.8046	140141.4931	101653.1588	142306.5316	125861.1574
