Sample Name	Name	Start Mass - 1	End Mass - 1	Expected RT	RSD%	20190913_CS00000004-1	20190913_CS00000004-2	20190913_CS00000004-3	20190913_CS00000004-4	20190913_CS00000004-5	20190913_CS00000004-6	20190913_CS00000004-7	20190913_S00041674	20190913_S00041675	20190913_S00041676	20190913_S00041677	20190913_S00041678	20190913_S00041679	20190913_S00041680	20190913_S00041681	20190913_S00041682	20190913_S00041683	20190913_S00041684	20190913_S00041685	20190913_S00041686	20190913_S00041687	20190913_S00041688	20190913_S00041689	20190913_S00041690	20190913_S00041691	20190913_S00041692	20190913_S00041693	20190913_S00041694	20190913_S00041695	20190913_S00041696	20190913_S00041697	20190913_S00041698	20190913_S00041699	20190913_S00041700	20190913_S00041701	20190913_S00041702	20190913_S00041703	20190913_S00041704	20190913_S00041705	20190913_S00041706	20190913_S00041707	20190913_S00041708	20190913_S00041709	20190913_S00041710	20190913_S00041711	20190913_S00041712	20190913_S00041713	20190913_S00041714	20190913_S00041715	20190913_S00041716	20190913_S00041717	20190913_S00041718	20190913_S00041719	20190913_S00041720	20190913_S00041721	20190913_S00041722	20190913_S00041723	20190913_S00041724	20190913_S00041725	20190913_S00041726	20190913_S00041727	20190913_S00041728	20190913_S00041729	20190913_S00041730	20190913_S00041731	20190913_S00041732	20190913_S00041733	20190913_S00041734	20190913_S00041735	20190913_S00041736	20190913_S00041737	20190913_CS00000001-1	20190913_CS00000001-2	20190913_CS00000001-3	20190913_CS00000001-5	20190913_CS00000001-6	20190913_CS00000001-7	20190913_CS00000001-8	20190913_CS00000001-4
TAG 51:1; [M+NH4]+@10.17	TAG 51:1; [M+NH4]+@10.17	864.8015	864.8025	10.17	12.34431017	144142.3144	133752.6874	102834.4421	116491.149	109884.3987	89509.65585	111250.7897	42044.57121	72117.65073	93809.26922	92269.89562	25850.74691	107357.678	66118.73198	80390.70559	50648.37953	37129.50645	176447.3959	199952.9658	124249.552	164178.7086	111716.705	226641.264	53896.42768	111599.9855	127650.6302	77194.86387	48946.0477	249234.3859	303590.8801	41933.37672	110218.6728	107538.721	46774.39982	67722.90499	53655.8201	187485.6571	171336.7228	200869.7398	42929.658	412067.3695	102382.309	214175.7145	96399.4623	83899.6535	302080.724	68540.82631	51155.7352	128605.8961	61192.65964	344922.2107	54228.92881	107436.2556	224188.9166	115496.6638	67477.58362	149451.2971	94702.88541	105350.4894	32578.01457	141289.4035	77312.21369	123046.8234	70368.29117	242378.9394	30248.91041	61083.80598	58755.02347	33368.82646	120265.3264	76444.02764	168614.0786	139918.5683	153185.1265	141837.604	132642.5913	123962.2094	141013.6543	178048.1645
TAG 51:1; [M+NH4]+@10.78	TAG 51:1; [M+NH4]+@10.78	864.8015	864.8025	10.78	19.89308665	303413.0422	286992.7697	274610.7466	237817.4498	313857.2694	248076.9611	179996.9147	209310.812	129734.3216	327772.2417	170545.718	132167.4745	335708.8846	256449.3125	350755.2216	224964.2211	290578.5315	350669.6256	302978.3543	341980.0247	169128.2119	199494.2689	423917.5458	198392.6234	228130.3042	199055.7167	162987.8193	252035.2466	305253.334	529875.5588	167430.2183	135163.5851	324565.6466	218441.9093	273227.1666	184399.303	260177.7671	245063.6311	357602.1415	229549.9831	228178.3165	321623.7953	169734.2304	172062.3125	266374.331	142907.7402	183292.1429	243920.4805	261364.4217	177394.1092	408748.9289	192360.8265	418805.0996	633263.0716	297293.0816	203613.0702	245319.5983	220612.3638	299504.0587	278599.3621	494089.1055	268796.8666	242342.9082	284494.637	346384.1747	180327.057	214763.1064	205536.0883	197460.8524	178724.1523	342622.7341	390601.349	399905.4063	309220.4235	258299.4709	274150.9589	280560.52	227969.8006	323304.5004
TAG 51:2; [M+NH4]+@10.58	TAG 51:2; [M+NH4]+@10.58	862.7859	862.7869	10.58	16.77396491	568428.6279	550617.465	524879.5159	545494.2242	561147.1231	523506.939	480356.4457	463786.7599	507354.3589	657897.7522	438684.6549	313926.6657	727870.4136	503715.834	588877.4216	543858.6929	427488.6325	619366.2116	519996.2089	450835.1073	432847.5031	504188.9917	789913.6075	532253.9195	536779.6248	534841.8012	454725.2197	483324.0566	666067.2033	802695.148	480486.0851	416358.3956	512373.8993	457099.0827	557615.4467	386178.4855	537470.5338	508683.0466	615167.7047	447202.1006	562726.3223	692416.3358	362253.1123	554612.561	589812.3204	283590.1583	578497.9795	549626.6058	647776.7955	608810.1187	739157.4543	396081.8651	690145.0316	750842.2159	499005.5199	443069.0362	759254.2994	503982.4929	882131.7807	542224.0023	747063.5104	416233.9164	549622.9416	564673.2438	649254.3603	402578.1115	452134.7574	387075.1801	565835.1965	448782.0475	427223.6076	773581.5436	694003.477	523736.3279	548516.189	541284.8642	518368.8061	496432.9146	634626.299
TAG 51:2; [M+NH4]+@9.95	TAG 51:2; [M+NH4]+@9.95	862.7859	862.7869	9.95	12.55815068	135269.9114	145675.4023	115163.9803	110373.3691	123175.8525	102934.0411	89433.28762	40995.67703	49710.10501	78265.62659	51756.86081	18999.409	125210.178	68907.30693	76177.47999	42327.48421	31191.90971	227453.5214	218970.106	130002.517	177282.8595	137354.8586	171806.1102	49224.7232	174799.9664	96682.74921	66869.82191	45223.06073	271944.8492	216523.5443	44673.14367	56710.83411	120385.8574	62256.78857	46345.4605	36092.55859	121550.9043	227954.3556	128531.9405	34533.49695	242717.2919	73456.9456	253501.8633	34944.36368	94973.00074	312655.4513	29357.83357	48434.38284	143010.1034	21137.54229	219749.1584	56125.74839	139801.4709	245208.8867	96990.41792	58637.41205	103226.6277	95534.99818	131182.6704	29725.03111	89725.07168	104239.579	35688.3969	43530.21538	261939.1511	28804.64849	89110.17749	66931.30274	33755.58181	67518.84628	135298.8093	131757.5605	136649.7051	162070.1697	108470.8645	136576.9429	116027.8452	120622.7455	136268.1283
TAG 51:3; [M+NH4]+@10.38	TAG 51:3; [M+NH4]+@10.38	860.7702	860.7712	10.38	13.21560157	499652.9456	522163.4447	469732.0309	483315.9139	492660.4614	467607.7275	431928.4886	486452.559	455448.3131	571865.4228	367947.8939	286432.222	572746.1534	425370.3624	507681.6555	559626.0901	370740.5839	463375.4097	351879.6715	434639.0105	415681.2865	382520.7744	672933.3547	445725.2761	550586.9541	467735.698	403558.918	510943.8752	312226.8849	324832.612	470270.6896	326095.5208	423439.8619	409668.3349	429341.2246	312452.917	502754.4445	359850.0906	481618.7461	369234.58	173003.7881	634248.9199	250588.0404	565977.8789	648888.3932	152974.5558	522699.8084	661224.1248	519316.7472	438292.8283	411364.0835	406975.5229	527284.7912	522247.875	494922.7027	502520.8404	376077.6361	504866.8143	605210.4055	549860.9046	458168.1145	399894.8051	508684.821	455011.3546	409600.5063	316294.2768	436486.1777	371892.1416	536075.3992	341021.3576	377426.4834	568969.3053	494969.3161	391622.4311	443043.4245	447613.5219	390981.4971	428495.739	501753.0762
TAG 51:3; [M+NH4]+@9.72	TAG 51:3; [M+NH4]+@9.72	860.7702	860.7712	9.72	11.55456065	48007.89083	57055.12786	49180.61192	48566.98902	60083.63001	36078.09326	42071.44432	16888.95885	45514.97292	35742.90337	44557.99909	15513.00382	N/A	14913.07308	31634.81168	18328.2418	18306.4931	112928.5051	44382.62425	48679.70255	84786.78803	65571.44368	66389.33302	18164.9523	N/A	48855.17516	23147.65605	17369.56277	86632.5124	36962.09026	20511.27605	19529.93224	21832.15962	27602.42485	20319.64517	12326.06664	45301.6289	60344.91661	19813.38229	N/A	35007.56571	N/A	75211.66834	19774.04262	21400.92664	167941.4401	4200.571695	24220.97226	31112.06293	4148.601484	72952.83714	17089.64281	59123.25626	65504.43418	36130.98968	19666.65643	20927.08724	42173.60983	45622.90907	17828.07534	34524.26942	67553.80254	N/A	15732.46944	55682.07034	10497.24474	28231.46464	21947.59557	18718.36852	29409.89406	57541.95863	53845.26768	55272.10245	39489.01055	42421.11344	45002.53408	50929.25891	50890.88887	47389.78597
TAG 51:4; [M+NH4]+@10.19	TAG 51:4; [M+NH4]+@10.19	858.7546	858.7556	10.19	11.28201958	279320.7364	266389.0157	282870.1103	337739.4944	312928.4173	265952.6444	263445.1933	318996.5362	227414.0584	261815.1982	220400.447	210505.0727	262363.3857	250888.5442	311117.0783	327362.2411	189661.1628	333322.9518	181665.8894	219092.1486	288766.2187	222565.2928	303409.0348	268718.9158	280897.1645	280870.4318	266743.9414	282141.8381	187212.1442	125265.983	239096.0015	159152.1784	251121.6401	245790.2955	188660.6109	149844.6898	313418.2408	220380.6889	228164.2918	205037.6162	66130.06134	275534.7262	203611.9387	287982.4421	368569.195	95390.79681	235462.0894	372457.8007	255652.0134	208646.8638	211595.4104	251560.0506	366351.8352	245091.2388	292019.2866	338452.9571	171306.6984	280044.8787	301659.6395	314206.5552	217760.1458	232110.3588	260383.5603	193111.2817	167512.1274	166161.3173	262150.9436	196239.3331	331176.4691	168617.8889	228366.3027	267703.791	286716.1403	239544.8285	280303.2444	275810.8769	221995.55	210671.561	240834.9981
TAG 51:5; [M+NH4]+@9.98	TAG 51:5; [M+NH4]+@9.98	856.7389	856.7399	9.98	16.06017355	120485.9043	113281.0679	85091.40578	83910.39217	84640.7094	123364.4848	82799.08564	86135.51144	75939.16445	72469.56496	86540.72018	196991.8315	100473.369	77069.76681	136522.0814	122098.6372	89623.64752	129205.1268	71425.80448	63060.21659	89960.24932	97333.40418	109712.9216	98899.51012	7158.1071	99555.88217	104123.1233	120712.4389	115197.037	74292.08347	90725.94019	58851.84484	70261.44384	97597.26429	N/A	31083.92457	85611.99001	74984.30749	67053.01211	52985.21637	21050.44055	93637.75206	60255.75423	77749.15028	110857.7381	N/A	42595.03633	210506.4721	159468.1428	58765.83622	134997.2456	87944.61993	103686.4138	235513.378	92920.67616	188078.2237	101415.5224	101128.6599	126998.5885	77495.48808	40681.54575	90074.13537	54412.85548	47196.2497	52247.31639	65217.57661	130393.0364	77026.43376	63075.06184	55002.42373	126328.4759	86615.22158	95703.56272	N/A	69034.0789	N/A	104356.5987	104259.5361	N/A
TAG 52:0; [M+NH4]+@11.12	TAG 52:0; [M+NH4]+@11.12	880.8328	880.8338	11.12	21.36870231	656005.7868	682339.7293	565166.9837	589130.0723	624755.8228	519020.2893	486449.0426	255699.4871	242166.8447	517731.0915	292280.1564	184078.0478	414765.0654	414253.3089	486437.3724	266496.6859	366286.8586	511992.7863	412113.5544	413092.2858	241664.547	304502.4694	590922.0843	191582.9053	242068.562	238024.2598	348904.4189	405516.6359	512119.3536	702644.3412	227688.8932	365405.2914	381524.2114	245787.3495	323308.2369	338128.7849	323311.5077	467183.6428	335593.4134	258315.1976	1035151.578	398821.1189	476496.1169	283858.1578	313220.5493	488068.607	153478.4532	271683.1516	365639.9563	115044.0084	623090.3026	296393.481	491313.1176	509682.2004	543016.6469	208130.9387	222813.4429	338930.6356	355203.5984	405435.7617	477626.5607	410219.4198	356691.2762	278488.2041	380055.7889	301032.978	331528.4921	221981.2649	252995.9352	388328.3419	798868.8167	529469.7559	462987.8025	375890.5605	368470.6559	376732.2295	304063.5811	276440.9099	449304.5985
TAG 52:1; [M+Na]+@10.87	TAG 52:1; [M+Na]+@10.87	883.7726	883.7736	10.87	20.83782121	455277.5531	442337.1658	433815.7279	358248.229	373412.6708	343558.8689	257123.4307	270429.6888	285039.8336	403515.7933	222649.5841	248845.9156	309604.1733	372186.0192	257723.2495	202108.9405	248322.5863	377717.9833	255729.8324	277807.3245	266488.996	241161.975	367883.1986	214370.1981	242951.3033	137960.111	241569.6721	244980.0318	344051.3193	278064.1621	138406.487	298451.3655	243583.4526	241318.0356	205681.5703	320804.5704	256486.1457	315803.2909	283117.0381	288652.987	384673.784	212008.1796	291027.4326	206788.8966	199154.3139	226800.0028	152781.1595	236125.5341	296456.8624	139101.0217	374350.5609	310877.9223	302908.2123	359954.5124	344477.7119	179394.6658	228351.3913	205221.3118	202526.7311	310278.9498	321330.6278	248492.6833	377753.8795	376014.6127	272762.7024	281669.345	257507.9999	262460.7689	192867.988	289812.092	262743.8201	462557.5126	385831.1495	293442.8994	383597.8469	312781.2281	301245.7527	266107.3573	267112.7784
TAG 52:1; [M+NH4]+@10.90	TAG 52:1; [M+NH4]+@10.90	878.8172	878.8182	10.9	17.01355106	4178239.918	3720709.671	3450045.071	3405679.308	3388492.56	3089618.321	3041047.201	2914097.346	3235187.394	6133224.183	3127783.553	2029315.067	4072051.881	4513843.043	5123702.148	3155001.462	4235901.644	5934029.961	4836156.747	3949322.461	2948870.797	3996527.586	6325104.147	2707676.125	2727558.815	2685151.62	3530180.226	4143321.627	5593272.689	6408733.327	2631724.515	3832143.565	4605280.748	2894512.842	3853288.983	3674369.172	3454265.95	4314179.051	3335172.649	3078490.804	6257137.002	4066923.939	4676146.303	2981300.765	3667457.816	5329981.701	1772993.304	3022853.826	3878356.939	2289837.938	6357837.783	3275858.741	5681984.305	5920259.553	4617059.26	2730396.944	2852049.115	3595975.302	4014108.709	3963034.302	4484512.948	4626496.283	4414011.408	3659837.412	4314858.715	3189350.174	3749934.427	2907007.572	3135719.612	3901505.789	5730842.609	5709508.893	5012605.034	4120797.194	4166288.291	4104754.329	3570670.702	3524826.456	4731865.209
TAG 52:2; [M+NH4]+@10.66	TAG 52:2; [M+NH4]+@10.66	876.8015	876.8025	10.66	19.7614714	13015735.5	10611604.41	10772672.06	10082130.75	11460347.66	10121276.94	9462345.404	10613886.06	13100847.78	14101727.21	11145530.96	7463185.053	10631443.21	11084871.75	12874766.08	11308241.01	9323179.315	11485677.87	8101356.21	8719236.434	7344748.605	9500146.951	11307759.38	9878147.209	11429173.9	9501036.348	9098097.332	11523629.39	10138560.1	9507314.36	9320020.22	10060985.54	14083815.74	11189192.81	11303644.52	11476503.84	9811329.103	7349251.34	8917122.01	8333555.455	5972034.312	11445637.3	8709093.998	9438525.984	13761057.7	9045416.981	9322339.479	10208346.08	7541292.233	6853366.042	11253760.33	9888029.228	11038302.13	11463850.38	11920176.53	9484778.746	7292836.037	10608482.19	9876654.115	11471447.77	11630827.31	12631518.05	11821144.83	11387581.93	7590509.673	11608004.7	12114039.21	9242339.948	12398775.38	10359044.46	11298563.66	16032888.7	14484401.14	11167600.34	10785343.78	12230082.66	8679774.971	10143392.89	12275868.07
TAG 52:3; [M+Na]+@10.51	TAG 52:3; [M+Na]+@10.51	879.7413	879.7423	10.51	12.19282575	632280.4918	595585.5349	694511.6803	623542.0985	755173.642	591858.0787	524378.5678	489660.6814	480261.5665	472754.3164	413864.6856	523300.6582	403966.6258	417314.408	477744.0827	379542.9021	321474.308	409996.1439	296585.0794	296266.284	295908.0848	348831.5937	471935.8221	560581.4902	417658.9163	314993.2086	492764.0437	454571.123	256640.0031	248674.0119	478774.6765	467351.4399	406463.3956	492681.6964	335873.2949	526349.775	391349.6179	460638.2944	392113.7979	426924.3767	246161.9339	341916.5798	335657.0462	320455.7655	425810.6338	245796.4269	645271.1463	445299.7737	483366.7361	380032.5725	284327.1091	353808.8565	392838.746	229838.6383	472587.3158	438009.9615	318677.1353	377795.1988	377261.5464	461515.4245	420954.4307	409325.5781	498648.5205	611161.5751	227835.48	493715.149	359155.3592	423108.0858	471367.303	431622.9241	354599.902	536399.9163	429192.5085	444321.5428	505668.9815	456170.3094	430843.2746	374095.2891	531371.6833
TAG 52:3; [M+NH4]+@10.47	TAG 52:3; [M+NH4]+@10.47	874.7859	874.7869	10.47	13.80190269	15235932.31	14125195.74	14911015.65	13941697.51	14008208.26	13193353.11	11318860.65	15479530.35	16233862.9	16275153.37	12385471.11	10368500.84	12832570.22	13787893.58	16956228.43	14184005.92	12072445.14	14726537.42	10046369.6	10353841.08	9825296.919	11833259.54	17667983.27	14206065.59	12604955.16	10879011.06	13820291.84	16849934.75	9654114.388	8532976.294	13783477.56	12749661.15	14949278.09	12282167.52	13107065.76	13557205.39	12549071.18	10975764.3	10026900.14	11362782.09	6742657.037	13317118.79	11799282.95	12151120.79	16453453.86	9392944.608	11145779.09	13886695.37	11534100.65	9026066.739	11106882.83	11602571.78	15246072.14	9206328.489	14002330.49	13644019.61	8917244.35	12476938.75	12871823	15287815.31	11736131.22	15094295.14	13816118.1	15001702.84	7533185.724	14645501.73	13403141.32	11819073.54	15931801.96	12685882.88	12511686.29	17451502.79	15813130.23	12649004.06	14990124.86	12508692.73	12729779.18	12189934.26	15522807.5
TAG 52:4; [M+NH4]+@10.25	TAG 52:4; [M+NH4]+@10.25	872.7702	872.7712	10.25	12.72741703	11585284.37	11117155.12	10316936.01	9817901.64	11748465.79	9209596.787	9396318.369	11765163.32	11916694.09	14016736.41	11167248.73	8530198.087	10110411.02	14294544.72	12864672.8	13407356.25	10977680.83	15231425.31	8711571.19	9170501.014	8951849.238	8719689.291	14167595.75	11202465.48	12121097.03	9962507.35	12033440.82	16517863.62	8423436.72	5554705.911	10215371.39	9807937.77	14806966.55	10845241.03	11113394.01	9012488.106	10082688.24	8554098.177	6882205.649	9385991.222	3630725.156	10564942.56	10187966.16	12546485.96	17321718.71	6539986.801	7361557.285	14599257.07	9735193.869	6347642.378	9849772.638	11226681.67	11582299.63	7676301.962	10625062.51	12313248.27	5454580.538	11512798.85	11579201.36	14348381.55	8214258.251	14203625.84	11524078.43	11096466	6692135.421	10686704.39	11148220.39	8535242.864	13756435.81	9242618.66	12209085	14475017.33	12953874.66	11081101.05	10756583.25	10818492.03	10465694.22	10138588.29	11555524.7
TAG 52:4; [M+NH4]+@9.38	TAG 52:4; [M+NH4]+@9.38	872.7702	872.7712	9.38	11.68909095	37629.45958	26586.58767	36735.80769	50013.2057	46121.68299	31669.83359	43141.50801	10338.40062	12133.80382	N/A	14910.21012	N/A	8628.716213	10433.70993	26924.93502	28352.12249	108923.1689	30887.65678	15975.48276	23538.13439	24735.22663	42360.93204	N/A	35595.90021	7012.417265	74475.61069	15570.01121	77809.27608	21897.01753	92002.60494	8277.28936	N/A	16715.13866	25556.15449	60773.08951	19578.10251	37985.40499	43444.89982	76818.93843	34278.29975	51978.90839	190349.0086	114531.9834	108231.5492	143241.083	81023.71777	46064.60956	37215.94659	77648.82721	59774.25256	25183.62754	5254.243091	36288.03806	19172.4738	43080.23757	100982.1823	26033.68031	17207.34356	16595.86896	101173.7066	14829.23818	31517.71662	60380.19971	11952.06145	49999.78031	19114.53917	18082.3377	N/A	23077.4844	19694.66665	21980.12114	56986.1433	51660.06202	44992.62744	52727.11274	40657.379	49484.47602	42042.2751	46021.76431
TAG 52:5; [M+Na]+@10.11	TAG 52:5; [M+Na]+@10.11	875.71	875.711	10.11	15.39923899	447123.0788	422819.0472	424929.9008	455292.8872	468560.941	423364.2428	384726.8255	454540.1011	551560.4933	411448.1726	330375.8669	337991.0207	410758.4757	371886.3211	378879.383	465105.2059	333011.5874	348501.3898	338348.8842	228248.8799	279744.4032	263697.2701	394595.5109	387053.1233	466077.7464	228203.6991	349576.7703	366879.6271	209967.2791	147601.0232	417781.9787	335870.6671	394507.3555	389029.4898	360648.4232	370604.2008	366134.2878	285861.8596	204716.0418	334470.8912	117659.9345	372656.8035	373400.2584	440689.0724	515304.0427	157339.052	260732.7464	357581.9086	314210.1793	231132.1649	205967.996	483146.8945	450365.5954	187042.3577	379677.2785	424197.1902	223208.8725	409590.2607	388373.4922	527392.3997	254888.0441	335027.516	382269.9237	392588.402	209112.6931	367144.5547	352502.6242	358978.3454	587967.4443	262922.0917	316523.1046	468082.0854	422638.4345	385951.2508	391047.8616	330852.7059	293162.7621	384177.4364	318294.1351
TAG 52:5; [M+NH4]+@10.07	TAG 52:5; [M+NH4]+@10.07	870.7546	870.7556	10.07	12.68577775	4061848.272	3875948.415	3728412.595	3743218.069	3999596.457	3712628.629	3495999.861	4401408.638	4496956.386	4290060.339	3876946.568	2782854.776	4159689.756	4596909.019	6022018.102	5933210.929	3056241.726	7574328.902	3672640.15	3233818.547	3889948.409	3701442.199	5976036.499	4490283.823	3905349.302	4394365.32	4310329.745	5113014.762	3865690.402	1646522.313	3839055.574	2929986.38	4879847.348	4075117.02	3836375.576	2238709.696	3296151.595	2643027.166	1845088.18	2808538.979	1166789.344	5253857.395	3711500.369	4699439.793	7419651.993	2985633.723	1887644.33	6050085.662	3977349.76	1962060.177	4449683.654	5218402.583	6153025.785	2908954.614	4320354.394	5286166.646	2578011.208	5181941.141	5821232.86	4875125.33	2082456.029	5689520.029	3276460.75	3147882.631	2401668.341	3492512.046	4382300.521	3233565.242	5226864.319	2780693.903	6599779.339	4959064.501	4684823.067	3692832.954	4003343.255	3785384.288	3608571.3	3590696.671	3988332.765
TAG 52:6; [M+NH4]+@9.91	TAG 52:6; [M+NH4]+@9.91	868.7389	868.7399	9.91	11.59843783	998180.6186	938405.9634	869233.3208	890939.8631	962688.9958	869007.8989	855230.4478	689545.4899	730675.1471	735719.6991	794054.824	512365.5506	826160.7131	799471.9804	1152349.35	1098180.819	409918.5552	1735143.976	1052516.337	692122.8515	1014897.323	1086834.568	1267256.524	1021653.638	601506.722	1097055.828	810365.8209	674237.9632	1338976.176	419709.9249	746916.2885	473851.8754	755915.6548	681529.4517	644880.026	234102.0073	548567.9758	528818.2217	307733.8566	442460.494	394490.5164	737034.343	734916.6167	674781.5765	1159579.448	807033.7646	307639.6251	1134093.346	1054605.914	335374.6461	1209438.006	909532.1355	950361.4989	1200129.913	789682.0703	890925.7097	779999.3541	931114.9334	1282237.554	636727.2518	307327.1198	1045066.085	421706.4423	384331.532	530291.497	513373.6711	730165.4356	612826.9482	777811.2355	596412.3621	1912466.435	920284.6048	887417.1792	769512.3879	736172.9248	746516.9841	660850.0975	695737.7657	819373.3149
TAG 53:0; [M+NH4]+@11.23	TAG 53:0; [M+NH4]+@11.23	894.8485	894.8495	11.23	17.50454842	75898.80973	86824.06018	79048.19025	76839.65593	70586.0942	67166.29	52346.79537	17864.48617	13496.62461	N/A	12958.99624	16934.28799	22938.42353	20178.16851	14190.99821	22005.82828	17822.99361	15005.71456	48503.269	18810.12031	14434.83864	20317.82403	27429.52803	11707.11766	N/A	N/A	15161.17408	14410.04786	24571.66088	45465.11169	17465.55517	16591.87246	19111.19091	N/A	N/A	N/A	30626.52415	25685.25888	18470.60815	15356.06025	33056.54024	14332.45971	28119.21408	N/A	22505.17625	13875.84251	32396.0788	29004.91249	20142.83947	39320.07493	46601.67076	18269.44611	24588.04872	39509.83391	31820.72608	6222.389433	15068.99075	14643.55922	23603.96466	14673.49758	42374.59262	15974.03609	15328.64786	20050.42306	28263.65769	9168.301544	25659.18869	9758.856615	32199.56311	21513.34618	44910.2817	N/A	N/A	15320.48133	15432.31242	11137.87522	N/A	N/A	17252.56965
TAG 53:1; [M+NH4]+@11.00	TAG 53:1; [M+NH4]+@11.00	892.8328	892.8338	11	15.26714951	164174.94	144199.6544	129426.7419	144216.8795	137819.2173	103049.2131	130617.6174	98513.19226	73930.78057	203044.9925	100382.4525	60324.04106	162067.1616	139440.67	159924.1828	112914.5192	144984.4307	213376.55	158738.8631	129867.4219	86809.30887	119341.1511	246419.5305	85040.80893	96547.78865	96562.47404	105286.9836	109971.3622	N/A	267296.9994	100788.1259	104111.0882	122131.3172	90452.80866	121624.8301	79032.11436	121280.7137	102098.9205	171227.2125	104166.4909	126693.0602	158196.9592	96714.667	101840.0379	134727.5907	88308.52029	84743.68473	129340.7715	N/A	81726.08642	205936.1565	75530.53743	217673.6367	310144.3129	140615.5694	71559.22347	84697.64377	111350.2354	173568.1905	138673.8877	203420.9178	117262.7527	132440.6839	127068.5701	175310.5086	76559.14105	114330.913	96270.29762	86474.87789	110128.3337	237260.7777	171100.8632	166545.4425	133228.5326	135457.5156	133295.7896	130696.6817	109902.3094	121028.1705
TAG 53:2; [M+NH4]+@10.23	TAG 53:2; [M+NH4]+@10.23	890.8172	890.8182	10.23	20.35618368	233835.0738	228848.184	149462.9484	215524.6644	173971.4652	142103.9823	158287.8337	123230.2267	130632.2431	255705.293	125692.006	97318.30834	183163.1692	160499.4417	221863.8576	157359.667	109103.9797	239686.7422	260151.7672	201709.9737	239000.6279	221830.3391	325196.8401	137480.7619	214938.4089	212004.0789	165478.5843	171818.9507	350018.7445	255212.9495	111480.3882	126695.1014	228378.1874	177098.1525	213614.6169	192847.2411	246175.1071	304756.9525	223152.3915	113952.1949	361651.1748	246687.302	276988.3334	146299.9275	227091.0212	292963.6226	190372.9745	193838.047	267106.0198	131135.9448	315608.0159	158665.1356	193348.7068	255096.3661	217963.3772	204059.9189	281357.9511	219004.7577	306415.5244	166869.3679	228795.2177	174542.6673	161935.6164	178299.4591	296892.528	86838.95345	138922.6971	148736.0781	120857.0053	205231.2581	164307.7512	314555.303	320049.0327	220267.5418	260226.3418	193436.5396	192180.7976	225741.0924	283632.1952
TAG 53:2; [M+NH4]+@10.82	TAG 53:2; [M+NH4]+@10.82	890.8172	890.8182	10.82	15.53596216	391056.5219	361925.4264	343749.114	336553.288	382785.6755	314503.3657	240493.7076	408071.3716	289193.1334	481314.023	376314.3371	194815.9165	449509.6388	337248.6761	457968.3248	371285.7833	384605.4848	400240.6352	211403.6965	378890.2682	166111.1298	264868.9698	444920.5922	326575.7922	314600.8547	319270.5173	265715.9784	336917.7969	218964.7868	384105.6283	298741.935	239611.1153	339616.9975	308616.4557	406973.6584	159865.5269	286685.0623	183094.1513	353648.3249	277833.9583	164192.4946	393684.8756	189756.1612	316287.5242	436827.9298	201629.8109	241654.4316	360247.795	239642.9737	254633.1524	437432.46	315221.9889	483318.3106	664244.313	337688.2475	285114.9736	204756.5564	295784.1932	366500.8672	392757.3657	493068.3956	399551.7549	377211.578	304049.0097	317426.0714	304230.7984	437429.2384	324215.0201	347607.2721	232582.325	434747.9146	408443.6515	417563.9998	335416.0938	262124.8854	335774.5269	329872.3344	288933.0163	355190.643
TAG 53:3; [M+NH4]+@10.61	TAG 53:3; [M+NH4]+@10.61	888.8015	888.8025	10.61	15.93348303	470117.4304	438997.8546	394150.0468	410129.7017	454087.9398	427618.5223	413876.5155	412834.998	319845.4509	409301.168	407543.3554	300682.6113	386616.5824	346894.199	413770.8541	405792.2809	304790.9471	391007.2844	204959.9061	275591.8065	220544.878	258307.4367	378941.2936	423309.0255	312006.1464	334676.7263	295591.2411	399344.2482	187957.6868	248630.6221	396863.9589	249774.8399	327386.6763	275546.2362	373636.2529	212560.3859	382043.9393	246750.7631	298009.9247	336781.3319	98652.31522	378738.8608	172761.0412	395965.8004	372178.9747	123750.4655	367006.669	461474.0962	435348.8209	342647.338	308529.701	250351.3206	334083.2057	330849.4066	322905.8411	311571.8153	241426.5455	287680.4911	490569.522	412950.9556	306181.3842	344169.6743	387044.7501	341318.1087	204910.3786	288850.0164	325991.0147	279882.3257	445474.9682	235074.085	350611.0108	390706.0176	380684.6236	314390.3467	303875.3312	438002.4943	278354.6178	300418.6724	356024.8496
TAG 53:3; [M+NH4]+@9.99	TAG 53:3; [M+NH4]+@9.99	888.8015	888.8025	9.99	10.3825259	148066.9322	166160.2539	122889.9504	124906.9425	121776.2145	125067.1283	133457.8492	67547.95258	115501.3239	97202.54468	84129.45042	76518.77653	165407.8249	107921.178	134955.2799	127167.7982	67745.19113	231909.2555	185397.4921	132265.1019	217516.6408	167108.0424	218111.1618	92689.0523	148761.9968	158997.7081	108868.1578	88856.56445	286095.3559	160234.6997	71555.55619	92837.34278	108709.6252	115130.1359	111060.5461	63555.45361	128740.4978	132359.9741	139380.3341	61945.10062	133860.7769	151149.5614	229722.9572	71774.12606	182476.6765	267527.8879	42427.94158	110894.8656	N/A	60008.36409	260135.9817	136313.7807	174147.1394	205748.3048	164037.6953	98336.1664	117338.7662	140366.0104	191401.4015	69730.45037	97445.5746	188158.7564	64369.40825	71188.04334	183432.0462	55454.92975	143021.5167	83363.59587	53131.36105	109770.8806	121943.1307	148458.3714	168370.7695	142804.2474	118209.7598	N/A	142334.5592	151125.5636	153706.7309
